gene_id	symbol	BT549_rep1	BT549_rep2	HCC70_rep1	HCC70_rep2	HMEC_rep1	HMEC_rep2	MB231_rep1	MB231_rep2	MB231_rep3
ENSG00000068024	HDAC4	348	381	562	437	292	260	532	671	642
ENSG00000068028	RASSF1	991	762	476	427	626	470	1652	2021	1746
ENSG00000068078	FGFR3	68	76	124	85	143	189	298	345	317
ENSG00000068079	IFI35	484	808	367	269	149	86	148	213	176
ENSG00000068097	HEATR6	431	444	317	298	573	513	400	493	473
ENSG00000068120	COASY	1482	1682	2056	1513	1760	1429	1825	1953	1779
ENSG00000068137	PLEKHH3	339	439	796	654	350	340	862	1037	774
ENSG00000068305	MEF2A	1465	1553	1082	935	1235	1036	735	802	832
ENSG00000068308	OTUD5	1263	1405	402	369	1051	940	1137	1286	1077
ENSG00000068323	TFE3	1966	1959	566	459	1585	1499	1357	1534	1385
ENSG00000068354	TBC1D25	859	799	178	185	551	461	242	317	289
ENSG00000068366	ACSL4	6696	5125	781	640	5083	4955	1377	1560	1601
ENSG00000068383	INPP5A	263	215	417	391	650	534	155	206	192
ENSG00000068394	GPKOW	672	621	268	199	330	227	490	543	472
ENSG00000068400	GRIPAP1	1115	1332	384	387	575	570	636	773	663
ENSG00000068438	FTSJ1	1433	1345	628	607	2834	2409	1504	1848	1639
ENSG00000068489	PRR11	1178	987	1598	1795	1494	1039	1570	1951	1795
ENSG00000068615	REEP1	26	18	3	1	9	19	53	71	54
ENSG00000068650	ATP11A	1766	1659	2760	2625	1135	1302	1034	1453	1255
ENSG00000068654	POLR1A	2513	1959	1704	1609	2376	2458	2110	2787	2454
ENSG00000068697	LAPTM4A	4216	4295	5202	4564	4132	3694	2925	3368	3201
ENSG00000068724	TTC7A	231	319	2485	1930	1260	1067	2213	2685	2186
ENSG00000068745	IP6K2	1220	1259	822	740	1460	1223	1272	1533	1345
ENSG00000068781	STON1-GTF2A1L	0	5	0	0	6	3	0	0	6
ENSG00000068784	SRBD1	377	282	262	257	444	422	486	611	564
ENSG00000068793	CYFIP1	2746	2474	4366	3570	5520	4890	2211	2852	2497
ENSG00000068796	KIF2A	1977	1905	1098	945	854	780	793	932	933
ENSG00000068831	RASGRP2	8	16	0	0	21	35	1	4	1
ENSG00000068878	PSME4	2100	1883	4504	3720	5132	5315	1828	2232	2199
ENSG00000068885	IFT80	716	766	1166	1094	640	581	519	592	638
ENSG00000068903	SIRT2	965	993	1137	929	1073	824	435	479	427
ENSG00000068912	ERLEC1	1040	1022	1329	1142	1301	1125	792	934	896
ENSG00000068971	PPP2R5B	827	745	485	349	721	738	132	180	126
ENSG00000068976	PYGM	6	4	0	5	6	7	4	4	1
ENSG00000068985	PAGE1	0	1	0	0	0	0	0	0	0
ENSG00000069011	PITX1	5180	4951	3782	3296	223	324	3321	4020	3260
ENSG00000069018	TRPC7	0	0	0	0	0	0	0	0	0
ENSG00000069020	MAST4	265	274	1059	872	2161	2358	43	81	52
ENSG00000069122	GPR116	0	0	0	1	15	6	0	0	0
ENSG00000069188	SDK2	1	6	7	12	1375	1868	3	5	3
ENSG00000069206	ADAM7	0	0	0	0	0	0	0	0	0
ENSG00000069248	NUP133	1658	1327	1916	1639	1422	1058	1399	1749	1622
ENSG00000069275	NUCKS1	13453	11970	19776	17689	7828	5826	13737	17550	16542
ENSG00000069329	VPS35	5777	5205	5508	4603	5605	4722	2380	2865	2726
ENSG00000069345	DNAJA2	2118	1761	2132	1914	1908	1507	1489	1750	1611
ENSG00000069399	BCL3	1245	1859	3966	2586	445	339	1010	1120	991
ENSG00000069424	KCNAB2	151	274	756	483	8	8	1279	1533	1311
ENSG00000069431	ABCC9	7	1	7	4	6	2	4	2	0
ENSG00000069482	GAL	250	247	1	0	28	45	1380	1571	1450
ENSG00000069493	CLEC2D	36	34	50	47	19	26	10	19	20
ENSG00000069509	FUNDC1	329	302	91	82	365	286	261	285	298
ENSG00000069535	MAOB	2	4	2	1	36	23	904	1068	908
ENSG00000069667	RORA	37	53	3	7	29	41	10	14	19
ENSG00000069696	DRD4	3	5	5	5	3	1	3	3	5
ENSG00000069702	TGFBR3	265	373	18	12	8	1	242	277	283
ENSG00000069712	KIAA1107	19	31	26	23	50	62	6	6	10
ENSG00000069764	PLA2G10	0	0	17	18	4	4	0	1	0
ENSG00000069812	HES2	15	6	2909	3092	1558	2352	227	288	234
ENSG00000069849	ATP1B3	6712	6328	8334	6533	5586	4059	4200	5123	4709
ENSG00000069869	NEDD4	1966	1523	494	451	809	859	783	1065	995
ENSG00000069943	PIGB	192	172	175	127	291	267	217	265	263
ENSG00000069956	MAPK6	2351	2038	3156	2655	3939	3439	978	1275	1227
ENSG00000069966	GNB5	404	398	826	682	1044	819	412	552	433
ENSG00000069974	RAB27A	188	201	1661	1195	502	378	204	223	175
ENSG00000069998	CECR5	941	860	1024	807	594	456	634	789	669
ENSG00000070010	UFD1L	1431	1515	2024	1755	1750	1450	826	990	919
ENSG00000070018	LRP6	911	823	1276	1256	888	878	650	805	754
ENSG00000070019	GUCY2C	0	0	0	0	0	0	0	0	0
ENSG00000070031	SCT	0	0	0	0	0	0	0	0	0
ENSG00000070047	PHRF1	1312	1261	665	561	1675	1587	1183	1527	1176
ENSG00000070061	IKBKAP	2006	1572	1186	916	1779	1671	1379	1644	1455
ENSG00000070081	NUCB2	2433	2603	393	350	965	755	412	488	419
ENSG00000070087	PFN2	5989	5467	6292	5240	3722	3474	940	1052	1094
ENSG00000070159	PTPN3	476	411	1982	1650	1917	1673	306	308	330
ENSG00000070182	SPTB	67	40	4	2	90	52	45	62	47
ENSG00000070190	DAPP1	0	0	491	518	640	699	0	2	0
ENSG00000070193	FGF10	0	1	0	0	0	0	0	0	0
ENSG00000070214	SLC44A1	153	199	6390	5834	2421	1868	748	1005	930
ENSG00000070269	TMEM260	440	373	441	448	463	457	207	234	249
ENSG00000070366	SMG6	1190	1170	789	740	1198	1250	331	441	406
ENSG00000070367	EXOC5	2219	1833	2994	2388	2558	2378	828	1033	1018
ENSG00000070371	CLTCL1	217	248	33	29	526	625	353	432	376
ENSG00000070388	FGF22	0	1	0	0	0	1	5	6	8
ENSG00000070404	FSTL3	1481	867	40	29	2915	3167	2856	3379	2784
ENSG00000070413	DGCR2	1218	1191	3786	3354	2462	2805	813	979	812
ENSG00000070423	RNF126	892	768	739	742	1525	1253	1111	1309	1019
ENSG00000070444	MNT	987	1173	865	724	456	521	488	593	494
ENSG00000070476	ZXDC	576	534	995	1066	605	574	437	519	493
ENSG00000070495	JMJD6	1107	978	483	338	595	473	605	668	649
ENSG00000070501	POLB	359	332	154	111	450	424	266	296	347
ENSG00000070526	ST6GALNAC1	0	0	67	170	0	0	1	3	2
ENSG00000070540	WIPI1	421	488	544	572	799	683	101	130	124
ENSG00000070601	FRMPD1	0	1	8	10	6	9	0	0	0
ENSG00000070610	GBA2	1152	1210	1974	1767	946	808	599	700	597
ENSG00000070614	NDST1	7723	5827	2559	2650	6825	9403	1336	1737	1399
ENSG00000070669	ASNS	984	986	3210	4724	1452	931	1106	1396	1368
ENSG00000070718	AP3M2	828	677	49	65	428	407	160	235	210
ENSG00000070729	CNGB1	0	1	10	7	4	8	9	19	12
ENSG00000070731	ST6GALNAC2	4	8	676	721	1269	1167	16	17	26
ENSG00000070748	CHAT	1	2	0	0	0	0	0	0	0
ENSG00000070756	PABPC1	58886	53680	73191	69549	31657	29480	13990	16813	15407
ENSG00000070759	TESK2	23	53	183	125	81	62	49	61	62
ENSG00000070761	C16orf80	904	735	1057	918	643	449	451	534	518
ENSG00000070770	CSNK2A2	1981	1801	2444	2137	1610	1456	1418	1581	1501
ENSG00000070778	PTPN21	887	574	456	453	1110	1193	233	349	272
ENSG00000070785	EIF2B3	955	710	1062	781	817	541	437	479	458
ENSG00000070808	CAMK2A	7	17	1	3	13	8	3	5	7
ENSG00000070814	TCOF1	4758	3775	1902	1751	2625	1752	3815	4505	3972
ENSG00000070831	CDC42	6568	5672	10341	8519	7922	6577	3352	3776	3680
ENSG00000070882	OSBPL3	946	1008	4633	4310	1850	1650	716	877	903
ENSG00000070886	EPHA8	0	1	1	0	1	1	1	0	0
ENSG00000070915	SLC12A3	0	2	1	1	1	0	623	704	654
ENSG00000070950	RAD18	2342	1773	612	544	729	494	961	1156	1160
ENSG00000070961	ATP2B1	7029	5443	1620	1475	3623	2639	2202	2633	2572
ENSG00000070985	TRPM5	0	0	0	0	0	0	0	0	1
ENSG00000071051	NCK2	646	600	2218	1886	2276	2218	77	86	82
ENSG00000071054	MAP4K4	5577	4737	4294	3823	6899	6424	2369	2814	2507
ENSG00000071073	MGAT4A	105	121	2413	2421	43	36	0	0	0
ENSG00000071082	RPL31	4219	4001	4728	4246	8816	5383	15273	17336	16758
ENSG00000071127	WDR1	13990	12023	7811	6181	14297	11961	4436	5259	4546
ENSG00000071189	SNX13	1261	1128	1802	1700	967	881	617	749	761
ENSG00000071203	MS4A12	0	0	0	0	0	0	0	0	0
ENSG00000071205	ARHGAP10	697	460	396	311	597	463	247	345	296
ENSG00000071242	RPS6KA2	127	127	1143	1519	1350	1170	0	0	0
ENSG00000071243	ING3	261	221	302	311	261	183	291	347	404
ENSG00000071246	VASH1	246	306	1	0	59	38	401	499	431
ENSG00000071282	LMCD1	55	46	305	298	177	206	3	3	5
ENSG00000071462	WBSCR22	2226	2182	1682	1235	823	519	2088	2394	2078
ENSG00000071537	SEL1L	2418	2150	3196	3241	2824	2911	757	1127	963
ENSG00000071539	TRIP13	2958	2232	2905	2682	1121	601	1819	2090	1924
ENSG00000071553	ATP6AP1	7900	8765	6535	5497	2455	2057	1215	1412	1170
ENSG00000071564	TCF3	3016	2701	2685	2259	1985	1740	4560	5668	4278
ENSG00000071575	TRIB2	309	449	2970	2390	757	612	0	0	0
ENSG00000071626	DAZAP1	3940	3482	3432	2824	3071	2320	3832	4510	3817
ENSG00000071655	MBD3	2424	1870	1419	1268	2784	1909	2849	3390	2676
ENSG00000071677	PRLH	0	0	0	0	0	0	0	0	0
ENSG00000071794	HLTF	2529	2467	3892	3269	620	472	1292	1499	1568
ENSG00000071859	FAM50A	4013	3778	1620	1282	832	683	1051	1203	1081
ENSG00000071889	FAM3A	1850	1866	1537	1223	544	476	310	416	340
ENSG00000071894	CPSF1	2998	3130	2981	2791	1445	1337	1826	2086	1813
ENSG00000071909	MYO3B	1	1	7	6	2	12	0	0	0
ENSG00000071967	CYBRD1	972	1030	1087	952	551	557	230	332	286
ENSG00000071991	CDH19	0	0	2	1	0	0	0	0	0
ENSG00000071994	PDCD2	1001	851	979	789	1414	949	1036	1296	1227
ENSG00000072041	SLC6A15	226	259	0	0	1219	1309	1	0	0
ENSG00000072042	RDH11	2391	2275	2795	2319	4739	3745	1230	1488	1471
ENSG00000072062	PRKACA	1694	1929	3569	2929	1713	1756	1719	2076	1742
ENSG00000072071	LPHN1	1286	1532	2300	1675	144	206	951	1166	944
ENSG00000072080	SPP2	0	0	0	0	0	0	0	0	0
ENSG00000072110	ACTN1	13509	10540	12415	10465	34320	34663	4104	5158	4314
ENSG00000072121	ZFYVE26	1398	1417	1353	1243	774	869	539	696	638
ENSG00000072133	RPS6KA6	0	0	0	0	92	117	0	0	0
ENSG00000072134	EPN2	768	1094	906	776	522	539	332	458	380
ENSG00000072135	PTPN18	439	417	1703	1569	833	759	384	481	401
ENSG00000072163	LIMS2	57	43	3	3	33	51	36	59	43
ENSG00000072182	ASIC4	0	1	0	0	0	0	2	1	0
ENSG00000072195	SPEG	839	901	1457	1313	1612	1643	152	200	140
ENSG00000072201	LNX1	17	6	310	247	1	0	7	7	3
ENSG00000072210	ALDH3A2	1250	1375	1739	1295	2187	1535	1686	1985	1861
ENSG00000072274	TFRC	18196	15058	24660	20923	7194	6934	11195	13837	13206
ENSG00000072310	SREBF1	3487	7036	4840	3660	3365	2858	2788	3387	2706
ENSG00000072315	TRPC5	0	0	0	0	0	0	0	0	0
ENSG00000072364	AFF4	5864	5599	3145	2671	4904	5570	2023	2745	2567
ENSG00000072401	UBE2D1	534	434	393	299	561	455	512	558	611
ENSG00000072415	MPP5	1489	927	2745	2335	1217	1132	734	854	822
ENSG00000072422	RHOBTB1	37	42	268	222	148	215	321	358	315
ENSG00000072444	ASAH2C	0	0	0	0	0	0	0	2	0
ENSG00000072501	SMC1A	6036	5366	3036	2539	4662	3638	3791	4770	4276
ENSG00000072506	HSD17B10	1891	1684	814	644	1397	897	2541	3145	2646
ENSG00000072518	MARK2	1282	1155	4522	3842	1732	1652	600	731	599
ENSG00000072571	HMMR	4039	3453	1467	1540	1329	678	654	740	820
ENSG00000072609	CHFR	1094	907	717	673	957	891	14	29	8
ENSG00000072657	TRHDE	0	0	0	0	194	228	0	0	0
ENSG00000072682	P4HA2	3883	4459	1825	1380	4536	4808	529	661	580
ENSG00000072694	FCGR2B	0	0	2	0	0	0	0	0	0
ENSG00000072736	NFATC3	1420	1343	2486	2069	970	747	839	1122	1081
ENSG00000072756	TRNT1	1216	953	303	299	365	310	471	594	582
ENSG00000072778	ACADVL	6696	7346	3731	4009	4403	3890	4473	5318	4460
ENSG00000072786	STK10	1523	1331	626	573	2126	1892	926	1233	1025
ENSG00000072803	FBXW11	2382	2066	1305	1033	1248	1242	1155	1435	1347
ENSG00000072818	ACAP1	22	20	1	0	4	5	10	15	17
ENSG00000072832	CRMP1	2	4	0	0	1	1	7	8	14
ENSG00000072840	EVC	959	1000	205	163	993	1224	58	90	63
ENSG00000072849	DERL2	1423	1229	600	514	906	609	583	627	630
ENSG00000072858	SIDT1	0	1	217	103	1	0	0	0	1
ENSG00000072864	NDE1	957	903	1291	1534	1139	1118	477	569	500
ENSG00000072952	MRVI1	0	1	2	2	13	14	3	5	3
ENSG00000072954	TMEM38A	17	27	1225	910	89	74	151	180	146
ENSG00000072958	AP1M1	2095	1990	964	781	1710	1429	1263	1429	1189
ENSG00000073008	PVR	2457	2058	3357	3245	1869	1869	1053	1213	1184
ENSG00000073009	IKBKG	1745	1714	1104	844	656	502	338	413	379
ENSG00000073050	XRCC1	445	486	1047	845	513	359	588	671	561
ENSG00000073060	SCARB1	2261	2505	1231	962	3306	2665	3061	3628	3117
ENSG00000073067	CYP2W1	0	2	0	0	0	0	1	1	4
ENSG00000073111	MCM2	3147	2931	4739	3543	1487	797	5721	6997	5945
ENSG00000073146	MOV10L1	0	0	0	3	2	3	34	30	31
ENSG00000073150	PANX2	52	95	225	194	39	33	155	172	153
ENSG00000073169	SELO	345	339	948	798	871	709	669	803	651
ENSG00000073282	TP63	28	32	65	46	6346	6065	11	8	6
ENSG00000073331	ALPK1	36	71	659	490	249	252	117	148	149
ENSG00000073350	LLGL2	19	35	3023	2447	389	275	925	1127	963
ENSG00000073417	PDE8A	919	877	1465	1221	518	492	977	1190	1096
ENSG00000073464	CLCN4	74	49	149	158	56	93	105	93	102
ENSG00000073536	NLE1	507	470	286	220	557	357	569	719	590
ENSG00000073578	SDHA	4859	4554	7649	6104	4151	3193	5645	6771	5747
ENSG00000073584	SMARCE1	157	156	1347	1081	2606	2260	1123	1314	1221
ENSG00000073598	FNDC8	1	0	1	0	0	0	0	1	0
ENSG00000073605	GSDMB	177	215	133	154	108	173	28	38	37
ENSG00000073614	KDM5A	1781	1633	1706	1563	1494	1462	1393	1853	1688
ENSG00000073670	ADAM11	31	30	0	1	6	1	10	19	15
ENSG00000073711	PPP2R3A	1220	851	2377	1904	1160	1202	18	5	17
ENSG00000073712	FERMT2	4166	3102	1895	1376	1182	1095	1404	1631	1535
ENSG00000073734	ABCB11	0	0	16	10	0	0	0	0	0
ENSG00000073737	DHRS9	1	2	107	131	0	0	0	0	0
ENSG00000073754	CD5L	0	1	0	0	0	0	0	0	0
ENSG00000073756	PTGS2	94	238	1641	1095	1157	3403	118	141	143
ENSG00000073792	IGF2BP2	2316	2107	2127	1956	2324	2320	231	315	308
ENSG00000073803	MAP3K13	284	261	1651	1406	478	401	233	266	238
ENSG00000073849	ST6GAL1	36	33	2762	2248	501	487	19	26	30
ENSG00000073861	TBX21	0	0	0	0	0	0	0	0	0
ENSG00000073905	VDAC1P1	2	0	0	0	1	0	0	0	0
ENSG00000073910	FRY	17	16	373	307	134	115	214	300	249
ENSG00000073921	PICALM	5668	4565	4206	3528	5194	5360	2622	2988	2971
ENSG00000073969	NSF	1603	1216	2833	2240	845	872	1042	1342	1215
ENSG00000074047	GLI2	0	0	0	0	2	3	317	413	365
ENSG00000074054	CLASP1	1625	1436	1496	1235	3492	4032	1203	1544	1373
ENSG00000074071	MRPS34	1582	1407	2227	1819	1114	693	1934	2268	1986
ENSG00000074181	NOTCH3	1220	2037	34310	27859	833	1094	29	36	23
ENSG00000074201	CLNS1A	2694	2157	1317	1056	1501	993	1455	1764	1694
ENSG00000074211	PPP2R2C	64	165	0	0	13	15	0	0	0
ENSG00000074219	TEAD2	1508	1695	2030	1465	915	793	564	654	593
ENSG00000074266	EED	715	519	584	432	519	324	824	1017	978
ENSG00000074276	CDHR2	0	0	0	5	0	0	1	1	3
ENSG00000074317	SNCB	7	13	0	2	0	2	0	0	0
ENSG00000074319	TSG101	726	707	924	771	1148	877	675	787	747
ENSG00000074356	C17orf85	1393	1143	656	650	764	719	653	717	664
ENSG00000074370	ATP2A3	12	15	27	27	2	1	86	101	101
ENSG00000074410	CA12	215	569	332	229	4792	4136	5	8	4
ENSG00000074416	MGLL	16	40	1691	1328	1197	1435	2518	3099	2644
ENSG00000074527	NTN4	1198	668	3236	3415	616	617	709	792	775
ENSG00000074582	BCS1L	446	398	675	553	678	477	551	639	586
ENSG00000074590	NUAK1	415	293	20	20	1134	1107	776	927	938
ENSG00000074603	DPP8	592	557	913	804	1056	1006	511	633	591
ENSG00000074621	SLC24A1	64	86	104	104	289	358	53	76	51
ENSG00000074657	ZNF532	7901	6271	4480	3420	3091	3264	647	875	811
ENSG00000074660	SCARF1	2	8	5	7	8	8	14	29	17
ENSG00000074695	LMAN1	10317	9218	4976	4282	4006	3767	3240	4118	3903
ENSG00000074696	PTPLAD1	2360	2428	2678	2079	2027	1756	1420	1744	1644
ENSG00000074706	IPCEF1	0	2	38	25	0	0	17	11	4
ENSG00000074755	ZZEF1	2816	2630	1037	933	1268	1536	1049	1407	1214
ENSG00000074771	NOX3	0	0	0	0	0	0	0	0	0
ENSG00000074800	ENO1	120087	115331	81246	56898	57613	44140	51987	62799	51946
ENSG00000074803	SLC12A1	0	1	0	0	0	0	0	0	0
ENSG00000074842	C19orf10	2523	2463	831	646	1750	1219	1978	2329	2156
ENSG00000074855	ANO8	164	275	880	727	244	294	399	499	441
ENSG00000074935	TUBE1	331	337	262	370	261	196	270	357	312
ENSG00000074964	ARHGEF10L	23	18	3443	2999	26	83	429	597	485
ENSG00000074966	TXK	1	6	4	9	0	2	20	26	17
ENSG00000075035	WSCD2	0	0	0	0	2	1	0	0	0
ENSG00000075043	KCNQ2	4	1	0	0	0	0	1	3	4
ENSG00000075073	TACR2	3	3	10	13	4	1	3	0	1
ENSG00000075089	ACTR6	347	330	525	428	648	400	400	489	525
ENSG00000075131	TIPIN	330	246	419	323	223	126	201	249	232
ENSG00000075142	SRI	1174	1051	1757	1559	2261	1741	2071	2406	2325
ENSG00000075151	EIF4G3	3374	3283	5653	4677	2904	3105	2121	2535	2459
ENSG00000075188	NUP37	552	512	562	506	766	537	616	684	712
ENSG00000075213	SEMA3A	341	239	157	126	48	45	18	16	31
ENSG00000075218	GTSE1	2031	1851	1368	1640	726	366	1087	1348	1189
ENSG00000075223	SEMA3C	6887	5231	1112	839	12847	12192	838	1170	1124
ENSG00000075234	TTC38	173	212	336	268	312	307	567	623	568
ENSG00000075239	ACAT1	2627	2345	931	666	971	636	999	1135	1085
ENSG00000075240	GRAMD4	264	261	897	827	498	479	307	358	311
ENSG00000075275	CELSR1	753	900	6934	6070	4779	5703	1263	1767	1452
ENSG00000075290	WNT8B	0	0	1	0	0	0	0	0	0
ENSG00000075292	ZNF638	1891	1699	3963	3518	2308	2213	1796	2110	2052
ENSG00000075303	SLC25A40	602	528	1635	1357	330	225	298	352	346
ENSG00000075336	TIMM21	1292	961	425	408	611	446	537	673	593
ENSG00000075340	ADD2	9	28	22	9	4	1	0	0	0
ENSG00000075388	FGF4	0	0	0	0	0	0	0	0	0
ENSG00000075391	RASAL2	2920	2182	2873	2716	1657	1715	435	627	546
ENSG00000075399	VPS9D1	53	66	975	825	158	170	219	287	187
ENSG00000075407	ZNF37A	1128	996	589	537	936	928	355	434	406
ENSG00000075413	MARK3	1910	1632	2421	2199	2685	2234	1350	1694	1527
ENSG00000075415	SLC25A3	6091	4882	5876	4821	10868	7267	4399	5424	4999
ENSG00000075420	FNDC3B	3880	3441	6895	6445	5054	5529	1117	1545	1471
ENSG00000075426	FOSL2	4343	5041	2856	2054	3301	3598	3083	3758	3181
ENSG00000075429	CACNG5	0	0	0	0	0	0	0	0	0
ENSG00000075461	CACNG4	977	1040	241	204	1	2	0	0	0
ENSG00000075539	FRYL	2519	2083	1701	1396	2739	2905	523	728	698
ENSG00000075568	TMEM131	2404	2132	1912	1665	3117	3652	766	907	890
ENSG00000075618	FSCN1	4900	5242	15718	13644	21667	16511	8769	10613	8330
ENSG00000075624	ACTB	194722	186237	146039	100667	184209	162557	62620	74437	64404
ENSG00000075643	MOCOS	8	9	1810	1693	295	270	814	1013	1020
ENSG00000075651	PLD1	332	353	1589	1541	372	374	303	418	359
ENSG00000075673	ATP12A	0	0	0	0	4	11	0	0	0
ENSG00000075702	WDR62	1232	1119	1494	1310	431	279	902	1094	915
ENSG00000075711	DLG1	1444	1408	3990	3536	3208	3776	911	1135	1133
ENSG00000075785	RAB7A	5691	5159	8851	7329	6589	6210	3096	3646	3426
ENSG00000075790	BCAP29	1708	1367	1861	1743	2365	1983	584	672	720
ENSG00000075826	SEC31B	243	392	59	72	74	111	38	61	60
ENSG00000075856	SART3	1733	1412	1038	996	1092	852	1562	1991	1660
ENSG00000075884	ARHGAP15	0	0	0	0	1	0	0	0	0
ENSG00000075886	TUBA3D	0	0	0	0	0	0	4	3	2
ENSG00000075891	PAX2	0	0	0	0	0	0	0	0	0
ENSG00000075914	EXOSC7	633	507	312	277	582	450	521	598	571
ENSG00000075945	KIFAP3	474	556	975	725	1304	1254	318	426	416
ENSG00000075975	MKRN2	1173	937	527	458	790	668	890	1063	1009
ENSG00000076003	MCM6	1932	1797	3440	2330	1735	1022	2871	3368	3187
ENSG00000076043	REXO2	1855	1575	1567	1308	2074	1653	809	936	866
ENSG00000076053	RBM7	1331	1352	702	612	765	649	433	487	529
ENSG00000076067	RBMS2	299	244	482	386	1061	1213	602	819	773
ENSG00000076108	BAZ2A	3375	3717	4598	3866	2744	3301	1971	2441	2210
ENSG00000076201	PTPN23	2223	2588	1674	1395	1567	1834	1190	1523	1220
ENSG00000076242	MLH1	858	825	660	626	1190	750	1006	1167	1030
ENSG00000076248	UNG	1208	870	1197	892	947	656	1552	1932	1773
ENSG00000076258	FMO4	41	38	130	99	35	32	0	0	0
ENSG00000076321	KLHL20	444	392	428	447	570	520	259	386	360
ENSG00000076344	RGS11	7	24	2	1	9	5	40	37	44
ENSG00000076351	SLC46A1	95	112	9	16	573	611	663	707	613
ENSG00000076356	PLXNA2	72	151	2767	2178	1319	1412	555	784	604
ENSG00000076382	SPAG5	2578	2373	1896	1691	1214	613	1465	1818	1607
ENSG00000076513	ANKRD13A	534	542	1400	1214	2074	2160	527	723	657
ENSG00000076554	TPD52	1772	1768	4551	3704	1564	1294	1356	1661	1573
ENSG00000076555	ACACB	56	68	2	5	131	107	215	303	228
ENSG00000076604	TRAF4	780	742	1900	1654	2184	1593	2697	3192	2577
ENSG00000076641	PAG1	1195	1189	678	599	48	56	0	0	2
ENSG00000076650	GPATCH1	234	257	584	480	258	165	248	291	295
ENSG00000076662	ICAM3	207	213	105	104	89	94	159	191	177
ENSG00000076685	NT5C2	2237	1727	2621	2447	1757	1746	1164	1409	1348
ENSG00000076706	MCAM	4617	4529	730	525	6106	5805	2920	3463	3060
ENSG00000076716	GPC4	13	9	122	56	898	1233	0	1	0
ENSG00000076770	MBNL3	0	0	2183	2043	469	345	340	460	408
ENSG00000076826	CAMSAP3	13	29	814	636	355	380	101	112	95
ENSG00000076864	RAP1GAP	18	30	748	775	25	38	365	446	389
ENSG00000076924	XAB2	891	968	792	699	883	715	1213	1436	1198
ENSG00000076928	ARHGEF1	1168	1135	1876	1614	2429	2119	1454	1731	1421
ENSG00000076944	STXBP2	336	450	1751	1565	1186	1231	970	1163	1007
ENSG00000076984	MAP2K7	762	828	659	663	738	623	1625	1922	1609
ENSG00000077009	NMRK2	0	0	0	0	0	0	0	0	0
ENSG00000077044	DGKD	1119	1212	1516	1270	335	321	687	850	717
ENSG00000077063	CTTNBP2	0	1	1	1	134	218	2	2	9
ENSG00000077080	ACTL6B	0	0	0	0	0	0	0	0	0
ENSG00000077092	RARB	3	4	209	175	102	99	23	12	15
ENSG00000077097	TOP2B	3997	4045	4636	3595	3485	3026	2163	2632	2477
ENSG00000077147	TM9SF3	6316	5071	4602	3978	5616	5171	2078	2458	2461
ENSG00000077150	NFKB2	2401	2240	925	895	910	891	1409	1739	1351
ENSG00000077152	UBE2T	815	775	1095	794	523	220	757	850	826
ENSG00000077157	PPP1R12B	422	403	960	905	296	311	464	682	558
ENSG00000077232	DNAJC10	3177	2578	2071	1992	5107	4853	1478	1628	1682
ENSG00000077235	GTF3C1	5321	4464	4627	3638	3207	3221	1886	2472	2024
ENSG00000077238	IL4R	1051	1115	3053	2174	3024	2705	354	418	322
ENSG00000077254	USP33	1744	1884	2835	2344	1133	1025	1116	1309	1281
ENSG00000077264	PAK3	2	6	0	0	326	276	0	0	0
ENSG00000077274	CAPN6	0	0	0	0	53	25	0	0	0
ENSG00000077279	DCX	0	0	0	0	0	0	0	0	0
ENSG00000077312	SNRPA	1941	2066	1844	1454	1328	962	1554	1748	1534
ENSG00000077327	SPAG6	20	24	0	0	0	0	0	0	0
ENSG00000077348	EXOSC5	381	405	718	528	257	151	563	660	571
ENSG00000077380	DYNC1I2	2547	2306	2174	1799	4845	4240	1120	1336	1349
ENSG00000077420	APBB1IP	87	83	26	19	0	0	0	0	0
ENSG00000077454	LRCH4	611	720	1956	1588	604	588	481	560	484
ENSG00000077458	FAM76B	426	415	432	392	268	204	364	458	482
ENSG00000077463	SIRT6	360	325	261	211	441	352	431	475	345
ENSG00000077498	TYR	0	0	0	0	0	0	0	0	0
ENSG00000077514	POLD3	1471	1257	1142	932	534	337	698	778	734
ENSG00000077522	ACTN2	4	3	0	0	1	1	0	0	0
ENSG00000077549	CAPZB	6122	5595	8222	6669	5662	4957	3068	3680	3324
ENSG00000077585	GPR137B	122	144	0	6	289	296	24	24	23
ENSG00000077616	NAALAD2	0	0	0	0	0	0	9	7	6
ENSG00000077684	JADE1	1619	1511	851	756	235	177	1072	1236	1157
ENSG00000077713	SLC25A43	1161	1183	1794	1354	764	663	130	198	177
ENSG00000077721	UBE2A	3437	3108	2655	2254	1998	1666	892	1021	925
ENSG00000077782	FGFR1	5163	4650	484	327	178	183	309	413	323
ENSG00000077800	FKBP6	0	0	0	0	0	2	0	1	0
ENSG00000077809	GTF2I	7260	7707	12780	10940	7608	7135	5838	7029	6579
ENSG00000077935	SMC1B	42	64	767	597	2	1	2	6	8
ENSG00000077942	FBLN1	662	797	3610	2738	1856	1397	12580	14828	12471
ENSG00000077943	ITGA8	0	0	0	0	0	0	0	0	0
ENSG00000077984	CST7	0	1	1	4	0	0	0	0	0
ENSG00000078018	MAP2	993	898	562	486	521	584	125	160	176
ENSG00000078043	PIAS2	1140	896	405	322	520	484	475	524	505
ENSG00000078053	AMPH	0	6	0	0	1	2	0	0	0
