"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","TNBCchr","TNBCstart","TNBCend","TNBCEV","TNBCcompartment","D.EV","compartment","sample_maha","padj"
"670","chr15",83100000,83200000,-5.235725,"B","chr15",83100000,83200000,9.304206,"A",14.539931,"BA",12.4680791982467,0.00680460189144871
"671","chr15",83400000,83500000,18.68457,"A","chr15",83400000,83500000,-7.432732,"B",-26.117302,"AB",12.1380908553271,0.0115278059157007
"672","chr15",83800000,83900000,14.203785,"A","chr15",83800000,83900000,-15.119804,"B",-29.323589,"AB",29.0648436708668,2.72030382704799e-06
"673","chr15",83900000,84000000,18.088245,"A","chr15",83900000,84000000,-12.231898,"B",-30.320143,"AB",48.4080974850066,2.38207624297585e-10
"674","chr15",84000000,84100000,10.933495,"A","chr15",84000000,84100000,-15.91298,"B",-26.846475,"AB",20.7063291072652,0.00012322970604635
"675","chr15",84100000,84200000,-1.3173,"B","chr15",84100000,84200000,-21.64995,"B",-20.33265,"BB",9.89435073111367,0.0222823048689267
"676","chr15",84500000,84600000,6.658195,"A","chr15",84500000,84600000,-21.982284,"B",-28.640479,"AB",34.2093097828556,2.38833252937448e-07
"677","chr15",84700000,84800000,6.76028,"A","chr15",84700000,84800000,-19.865438,"B",-26.625718,"AB",20.9588387628266,0.0001715825558327
"678","chr15",92900000,93000000,10.30392,"A","chr15",92900000,93000000,-14.51481,"B",-24.81873,"AB",10.5973265642777,0.0225932256102094
"679","chr15",97000000,97100000,-35.444015,"B","chr15",97000000,97100000,-10.543414,"B",24.900601,"BB",8.85840860383619,0.0373551380466843
"680","chr15",97800000,97900000,-35.321565,"B","chr15",97800000,97900000,-11.945594,"B",23.375971,"BB",7.00285361430099,0.0725644825722917
"681","chr15",102400000,102500000,-17.87277,"B","chr15",102400000,102500000,0.938172,"A",18.810942,"BA",13.982462600936,0.00290774374526097
"682","chr15",102500000,102531392,-10.654395,"B","chr15",102500000,102531392,7.948008,"A",18.602403,"BA",18.5830173866142,0.00040110189064811
"683","chr16",0,100000,6.739685,"A","chr16",0,100000,22.356832,"A",15.617147,"AA",6.90521742442716,0.0858688615991772
"684","chr16",800000,900000,-1.64269,"B","chr16",800000,900000,22.182308,"A",23.824998,"BA",48.8668629776004,1.73662796999196e-10
"685","chr16",900000,1000000,-22.16966,"B","chr16",900000,1000000,10.135196,"A",32.304856,"BA",87.5161726455259,1.2245825217284e-18
"686","chr16",1000000,1100000,-16.42624,"B","chr16",1000000,1100000,17.13807,"A",33.56431,"BA",116.129334556553,8.43388771617937e-25
"687","chr16",1100000,1200000,-14.9605,"B","chr16",1100000,1200000,14.99024,"A",29.95074,"BA",78.433477785072,9.74099089140201e-17
"688","chr16",1200000,1300000,-20.58348,"B","chr16",1200000,1300000,15.609158,"A",36.192638,"BA",115.657905427343,1.59586331318906e-24
"689","chr16",3200000,3300000,13.047335,"A","chr16",3200000,3300000,31.277738,"A",18.230403,"AA",6.98238385683302,0.0827544299321148
"690","chr16",3300000,3400000,-0.540525,"B","chr16",3300000,3400000,24.186888,"A",24.727413,"BA",50.6689839543169,1.23268732658626e-10
"691","chr16",3400000,3500000,-3.99279,"B","chr16",3400000,3500000,22.982854,"A",26.975644,"BA",74.5838705543402,7.59744658283629e-16
"692","chr16",5000000,5100000,0.76462,"A","chr16",5000000,5100000,16.167088,"A",15.402468,"AA",12.6496767848145,0.00999511702929025
"693","chr16",5100000,5200000,-13.658415,"B","chr16",5100000,5200000,5.931486,"A",19.589901,"BA",20.0786754790807,0.00020609471736888
"694","chr16",13200000,13300000,4.65262,"A","chr16",13200000,13300000,-19.625852,"B",-24.278472,"AB",11.4903786933694,0.0241121489098413
"695","chr16",19200000,19300000,-5.08631,"B","chr16",19200000,19300000,13.620834,"A",18.707144,"BA",19.8803717688444,0.00021762466529573
"696","chr16",19300000,19400000,-1.211985,"B","chr16",19300000,19400000,11.539568,"A",12.751553,"BA",7.31999560694783,0.0788896966289366
"697","chr16",19400000,19500000,5.43178,"A","chr16",19400000,19500000,25.35413,"A",19.92235,"AA",21.3114768037436,0.00010770920981212
"698","chr16",21500000,21600000,30.33497,"A","chr16",21500000,21600000,10.185758,"A",-20.149212,"AA",8.64291884017818,0.0378655641472451
"699","chr16",21600000,21700000,30.315585,"A","chr16",21600000,21700000,6.903936,"A",-23.411649,"AA",18.0985760890864,0.00065698771619117
"700","chr16",21700000,21800000,23.370275,"A","chr16",21700000,21800000,-8.002422,"B",-31.372697,"AB",51.2023558301623,8.50207618112778e-11
"701","chr16",21800000,21900000,24.957785,"A","chr16",21800000,21900000,-2.460826,"B",-27.418611,"AB",27.3740839059682,8.20293420850302e-06
"702","chr16",21900000,22000000,26.019295,"A","chr16",21900000,22000000,7.435242,"A",-18.584053,"AA",8.91436879828046,0.0509456454376037
"703","chr16",22000000,22100000,34.54344,"A","chr16",22000000,22100000,7.853756,"A",-26.689684,"AA",42.7271417910876,3.62705884491647e-09
"704","chr16",22100000,22200000,22.024935,"A","chr16",22100000,22200000,-1.538534,"B",-23.563469,"AB",10.499711496225,0.0146985124084071
"705","chr16",22500000,22600000,23.03245,"A","chr16",22500000,22600000,-1.466402,"B",-24.498852,"AB",15.5749017188484,0.00225552902470033
"706","chr16",22600000,22700000,25.05938,"A","chr16",22600000,22700000,-14.734908,"B",-39.794288,"AB",171.318808976745,2.53934467031192e-36
"707","chr16",22700000,22800000,17.615405,"A","chr16",22700000,22800000,-19.231666,"B",-36.847071,"AB",132.098776959809,4.97810180871778e-28
"708","chr16",22800000,22900000,26.165505,"A","chr16",22800000,22900000,-19.767602,"B",-45.933107,"AB",339.777487731908,1.00046736431596e-71
"709","chr16",22900000,23000000,18.73731,"A","chr16",22900000,23000000,-16.472898,"B",-35.210208,"AB",101.388276629757,1.55687974515334e-21
"710","chr16",23000000,23100000,20.88422,"A","chr16",23000000,23100000,-13.317946,"B",-34.202166,"AB",91.9897415242171,2.53020756230468e-19
"711","chr16",23100000,23200000,29.27354,"A","chr16",23100000,23200000,3.925748,"A",-25.347792,"AA",33.2639626909087,5.54654306256174e-07
"712","chr16",23200000,23300000,20.907555,"A","chr16",23200000,23300000,-5.216748,"B",-26.124303,"AB",43.023882210204,3.36077275196232e-09
"713","chr16",23300000,23400000,18.87514,"A","chr16",23300000,23400000,0.16226,"A",-18.71288,"AA",10.0370488369211,0.0222392375938943
"714","chr16",47700000,47800000,20.471225,"A","chr16",47700000,47800000,-5.261686,"B",-25.732911,"AB",16.4605815322583,0.00107473715135082
"715","chr16",47800000,47900000,15.746995,"A","chr16",47800000,47900000,-11.968606,"B",-27.715601,"AB",22.4277439939719,5.7758208893668e-05
"716","chr16",47900000,48000000,17.923815,"A","chr16",47900000,48000000,-13.000016,"B",-30.923831,"AB",45.1684627129274,1.09784752024233e-09
"717","chr16",48000000,48100000,19.68462,"A","chr16",48000000,48100000,-11.662044,"B",-31.346664,"AB",48.6255946362657,2.03390446197125e-10
"718","chr16",49000000,49100000,0.176735,"A","chr16",49000000,49100000,-22.088538,"B",-22.265273,"AB",7.53369495020805,0.0979660400423754
"719","chr16",51500000,51600000,-0.381995,"B","chr16",51500000,51600000,-23.017496,"B",-22.635501,"BB",7.77360836862502,0.0569365690039236
"720","chr16",54700000,54800000,13.79387,"A","chr16",54700000,54800000,-12.285446,"B",-26.079316,"AB",28.1115443136075,4.25605661283642e-06
"721","chr16",54800000,54900000,12.711025,"A","chr16",54800000,54900000,-12.54574,"B",-25.256765,"AB",22.3277485420485,6.71317689348971e-05
"722","chr16",65200000,65300000,-0.69654,"B","chr16",65200000,65300000,-24.027388,"B",-23.330848,"BB",12.0941902045341,0.0133927359316083
"723","chr16",65300000,65400000,3.55161,"A","chr16",65300000,65400000,-24.5794,"B",-28.13101,"AB",31.5918829227946,2.3404174401805e-06
"724","chr16",65400000,65500000,6.34222,"A","chr16",65400000,65500000,-23.202162,"B",-29.544382,"AB",40.6775408026957,1.20471772528027e-08
"725","chr16",65500000,65600000,5.570225,"A","chr16",65500000,65600000,-22.479634,"B",-28.049859,"AB",29.6208644665132,3.16482319379034e-06
"726","chr16",65600000,65700000,5.97479,"A","chr16",65600000,65700000,-22.404686,"B",-28.379476,"AB",28.1393931222628,5.6804480680931e-06
"727","chr16",65700000,65800000,2.933435,"A","chr16",65700000,65800000,-22.311498,"B",-25.244933,"AB",13.7316929739925,0.00389098107872629
"728","chr16",65800000,65900000,5.785745,"A","chr16",65800000,65900000,-23.917846,"B",-29.703591,"AB",41.852251912084,6.23551600543271e-09
"729","chr16",65900000,66000000,5.77035,"A","chr16",65900000,66000000,-21.719356,"B",-27.489706,"AB",22.8078082064053,5.38150391932092e-05
"730","chr16",66000000,66100000,2.31333,"A","chr16",66000000,66100000,-21.353984,"B",-23.667314,"AB",9.17220015544194,0.027135759166521
"731","chr16",66100000,66200000,3.05086,"A","chr16",66100000,66200000,-22.904334,"B",-25.955194,"AB",15.4103109070305,0.00118952845348448
"732","chr16",66200000,66300000,7.145935,"A","chr16",66200000,66300000,-19.72489,"B",-26.870825,"AB",20.5351207765786,0.00017752797233394
"733","chr16",73000000,73100000,-0.154535,"B","chr16",73000000,73100000,18.668468,"A",18.823003,"BA",19.4658714172801,0.00027440186537295
"734","chr16",80200000,80300000,1.768615,"A","chr16",80200000,80300000,-20.748508,"B",-22.517123,"AB",7.45641242942163,0.0361939253113941
"735","chr16",82700000,82800000,8.18703,"A","chr16",82700000,82800000,-19.26417,"B",-27.4512,"AB",28.1273400654144,3.66775122701771e-06
"736","chr16",83100000,83200000,2.30888,"A","chr16",83100000,83200000,-22.501004,"B",-24.809884,"AB",11.2510797235916,0.0094856138417703
"737","chr16",83200000,83300000,3.68679,"A","chr16",83200000,83300000,-18.606142,"B",-22.292932,"AB",6.8621146832338,0.0852326053330034
"738","chr16",85800000,85900000,-5.6289,"B","chr16",85800000,85900000,10.415912,"A",16.044812,"BA",12.3779350178489,0.0080910568044502
"739","chr16",86600000,86700000,15.32143,"A","chr16",86600000,86700000,-4.895848,"B",-20.217278,"AB",9.19908034672531,0.025843295467833
"740","chr16",90100000,90200000,2.778595,"A","chr16",90100000,90200000,25.552756,"A",22.774161,"AA",30.1503282444291,1.6031402788168e-06
"741","chr17",5600000,5700000,-16.430475,"B","chr17",5600000,5700000,-26.043172,"B",-9.612697,"BB",10.0393749513439,0.0208630252254067
"742","chr17",5700000,5800000,-16.142115,"B","chr17",5700000,5800000,-26.540166,"B",-10.398051,"BB",11.5610692482083,0.010544963429473
"743","chr17",6700000,6800000,15.526295,"A","chr17",6700000,6800000,-0.222378,"B",-15.748673,"AB",13.424209161004,0.00413692311103925
"744","chr17",8300000,8400000,19.993725,"A","chr17",8300000,8400000,1.722732,"A",-18.270993,"AA",11.0594667909122,0.0208268410630778
"745","chr17",8400000,8500000,4.09444,"A","chr17",8400000,8500000,-16.27745,"B",-20.37189,"AB",26.6506095682924,8.66633437389618e-06
"746","chr17",8500000,8600000,-1.038085,"B","chr17",8500000,8600000,-17.868444,"B",-16.830359,"BB",12.7352900810303,0.00556755896868719
"747","chr17",8600000,8700000,-5.698525,"B","chr17",8600000,8700000,-18.545036,"B",-12.846511,"BB",8.232925698779,0.064294932786091
"748","chr17",8700000,8800000,-4.642525,"B","chr17",8700000,8800000,-21.895504,"B",-17.252979,"BB",23.4212205465506,3.95641240709683e-05
"749","chr17",8800000,8900000,-13.01021,"B","chr17",8800000,8900000,-24.838462,"B",-11.828252,"BB",14.2642696951079,0.00779970003834439
"750","chr17",14700000,14800000,-14.74971,"B","chr17",14700000,14800000,-22.870212,"B",-8.120502,"BB",7.72163372916044,0.056775875408084
"751","chr17",15200000,15300000,-11.26919,"B","chr17",15200000,15300000,-23.573778,"B",-12.304588,"BB",17.3559639327623,0.00101898781270402
"752","chr17",16800000,16900000,2.874115,"A","chr17",16800000,16900000,-9.431902,"B",-12.306017,"AB",8.44649037679623,0.0722827223812379
"753","chr17",25600000,25700000,-17.45503,"B","chr17",25600000,25700000,0.612528,"A",18.067558,"BA",6.87593258825906,0.0960535068767313
"754","chr17",26100000,26200000,-7.60986,"B","chr17",26100000,26200000,-23.387838,"B",-15.777978,"BB",19.1806545580638,0.00030914185320986
"755","chr17",26300000,26400000,-3.632245,"B","chr17",26300000,26400000,-17.308666,"B",-13.676421,"BB",7.90218069149758,0.0916553070268462
"756","chr17",26500000,26600000,11.434735,"A","chr17",26500000,26600000,-8.355082,"B",-19.789817,"AB",18.0499616904576,0.00045892839893609
"757","chr17",26700000,26800000,20.19269,"A","chr17",26700000,26800000,0.750794,"A",-19.441896,"AA",11.443516049825,0.016027884079819
"758","chr17",31200000,31300000,-14.92639,"B","chr17",31200000,31300000,-27.704566,"B",-12.778176,"BB",20.5163853590908,0.00015570255907169
"759","chr17",31400000,31500000,-21.26315,"B","chr17",31400000,31500000,-30.468376,"B",-9.205226,"BB",7.86674013030392,0.0587113203177629
"760","chr17",39400000,39500000,11.50907,"A","chr17",39400000,39500000,-1.09221,"B",-12.60128,"AB",10.0271223619901,0.0147798931259995
"761","chr17",47100000,47200000,19.280035,"A","chr17",47100000,47200000,-2.81946,"B",-22.099495,"AB",17.2437983118858,0.00072911610410161
"762","chr17",54200000,54300000,-40.177595,"B","chr17",54200000,54300000,-18.666896,"B",21.510699,"BB",10.8636338937876,0.0142237769943953
"763","chr17",55200000,55300000,5.24883,"A","chr17",55200000,55300000,-10.154446,"B",-15.403276,"AB",14.7422114599515,0.00216185664647156
"764","chr17",55800000,55900000,-2.586255,"B","chr17",55800000,55900000,-14.1114,"B",-11.525145,"BB",7.18534940348296,0.0821754810891068
"765","chr17",63300000,63400000,-28.54346,"B","chr17",63300000,63400000,-9.135488,"B",19.407972,"BB",33.2400092823194,2.56535107067823e-07
"766","chr17",63500000,63600000,-29.92511,"B","chr17",63500000,63600000,-8.692712,"B",21.232398,"BB",41.6703784836929,5.83207378808132e-09
"767","chr17",63600000,63700000,-27.776005,"B","chr17",63600000,63700000,-11.242072,"B",16.533933,"BB",9.4123887243865,0.0234223322700446
"768","chr17",63700000,63800000,-22.30179,"B","chr17",63700000,63800000,-5.267022,"B",17.034768,"BB",12.6066636238756,0.00605851203706578
"769","chr17",66300000,66400000,-19.300285,"B","chr17",66300000,66400000,3.191368,"A",22.491653,"BA",16.584377660671,0.00094020356072597
"770","chr17",72500000,72600000,-31.833935,"B","chr17",72500000,72600000,-12.919526,"B",18.914409,"BB",13.9434918676749,0.00397090849523136
"771","chr17",72600000,72700000,-29.89872,"B","chr17",72600000,72700000,-12.425214,"B",17.473506,"BB",8.14469362484036,0.0704886919502992
"772","chr18",1700000,1800000,-22.22746,"B","chr18",1700000,1800000,-0.383756,"B",21.843704,"BB",8.66878389380774,0.0577718669995163
"773","chr18",2200000,2300000,-6.241825,"B","chr18",2200000,2300000,14.040594,"A",20.282419,"BA",12.4228492848735,0.00793565324210842
"774","chr18",2300000,2400000,-7.933065,"B","chr18",2300000,2400000,15.149746,"A",23.082811,"BA",30.7548677298938,2.05428548419031e-06
"775","chr18",2400000,2500000,-6.64454,"B","chr18",2400000,2500000,15.603082,"A",22.247622,"BA",21.9876708161588,0.00011179096215558
"776","chr18",6900000,7000000,18.226345,"A","chr18",6900000,7000000,-15.101098,"B",-33.327443,"AB",62.9396043648424,3.64060811795989e-13
"777","chr18",7000000,7100000,26.411665,"A","chr18",7000000,7100000,-14.18244,"B",-40.594105,"AB",133.384853371127,2.98139798809212e-28
"778","chr18",7100000,7200000,23.398675,"A","chr18",7100000,7200000,-14.958418,"B",-38.357093,"AB",113.67397728236,4.41575276462653e-24
"779","chr18",7200000,7300000,15.00335,"A","chr18",7200000,7300000,-12.275022,"B",-27.278372,"AB",25.6863830073343,1.37640686984081e-05
"780","chr18",7300000,7400000,20.123665,"A","chr18",7300000,7400000,-12.57756,"B",-32.701225,"AB",57.3982785209682,4.17605247875803e-12
"781","chr18",7400000,7500000,16.25667,"A","chr18",7400000,7500000,-10.483896,"B",-26.740566,"AB",21.0954645108446,0.00011246798010768
"782","chr18",7500000,7600000,20.750195,"A","chr18",7500000,7600000,-13.299126,"B",-34.049321,"AB",69.7593842906021,1.05307745218217e-14
"783","chr18",7600000,7700000,19.20413,"A","chr18",7600000,7700000,-15.083608,"B",-34.287738,"AB",76.4418038096743,4.04396144922746e-16
"784","chr18",7700000,7800000,15.41093,"A","chr18",7700000,7800000,-9.609438,"B",-25.020368,"AB",16.7314811550877,0.00099036403545126
"785","chr18",8400000,8500000,22.09206,"A","chr18",8400000,8500000,-7.948668,"B",-30.040728,"AB",34.0250777109465,3.67597869304154e-07
"786","chr18",8500000,8600000,21.241525,"A","chr18",8500000,8600000,-5.839036,"B",-27.080561,"AB",20.6312925899154,0.00040476132161172
"787","chr18",18700000,18800000,1.94739,"A","chr18",18700000,18800000,23.024094,"A",21.076704,"AA",13.2199572516473,0.00498805286926527
"788","chr18",18800000,18900000,1.723935,"A","chr18",18800000,18900000,27.582734,"A",25.858799,"AA",24.5271843253262,2.73049504077359e-05
"789","chr18",18900000,19000000,8.51298,"A","chr18",18900000,19000000,28.047492,"A",19.534512,"AA",8.40936740802115,0.0315979384224086
"790","chr18",22100000,22200000,20.619595,"A","chr18",22100000,22200000,-10.631516,"B",-31.251111,"AB",36.1097674295423,6.45164945332908e-08
"791","chr18",22200000,22300000,15.37456,"A","chr18",22200000,22300000,-16.686166,"B",-32.060726,"AB",47.5139034841394,4.31378026270287e-10
"792","chr18",22300000,22400000,11.341535,"A","chr18",22300000,22400000,-16.757912,"B",-28.099447,"AB",25.3105193203778,1.47586779146875e-05
"793","chr18",22400000,22500000,4.711035,"A","chr18",22400000,22500000,-18.964414,"B",-23.675449,"AB",11.6394320071255,0.00699582404522051
"794","chr18",22500000,22600000,12.33295,"A","chr18",22500000,22600000,-21.35123,"B",-33.68418,"AB",58.5008805671174,1.66756717379623e-12
"795","chr18",22600000,22700000,4.92846,"A","chr18",22600000,22700000,-20.501708,"B",-25.430168,"AB",17.3765418698776,0.0006862586737612
"796","chr18",22700000,22800000,5.184425,"A","chr18",22700000,22800000,-20.638196,"B",-25.822621,"AB",20.67249097494,0.00014860998697804
"797","chr18",22800000,22900000,14.88762,"A","chr18",22800000,22900000,-19.244988,"B",-34.132608,"AB",71.0860188245775,4.02634664806289e-15
"798","chr18",22900000,23000000,4.468475,"A","chr18",22900000,23000000,-17.6234,"B",-22.091875,"AB",6.95283812307948,0.0881209428510962
"799","chr18",23200000,23300000,4.667705,"A","chr18",23200000,23300000,-20.542264,"B",-25.209969,"AB",16.0043408077869,0.00129290198786064
"800","chr18",23300000,23400000,5.287465,"A","chr18",23300000,23400000,-20.175582,"B",-25.463047,"AB",17.3580085165977,0.00047934203579724
"801","chr18",28600000,28700000,33.16277,"A","chr18",28600000,28700000,11.135938,"A",-22.026832,"AA",18.4896941882919,0.00028533704534626
"802","chr18",28700000,28800000,31.301105,"A","chr18",28700000,28800000,11.077634,"A",-20.223471,"AA",16.0421927187248,0.00108186116919129
"803","chr18",28800000,28900000,30.40916,"A","chr18",28800000,28900000,10.96294,"A",-19.44622,"AA",15.7319798656184,0.0007492019327138
"804","chr18",32100000,32200000,-26.3714,"B","chr18",32100000,32200000,7.623804,"A",33.995204,"BA",39.9115688182789,1.41949803742471e-08
"805","chr18",32200000,32300000,0.06641,"A","chr18",32200000,32300000,18.346806,"A",18.280396,"AA",11.8310737869407,0.00633278053661527
"806","chr18",32300000,32400000,-8.35924,"B","chr18",32300000,32400000,13.71952,"A",22.07876,"BA",17.6303963705391,0.00041713693831111
"807","chr18",32400000,32500000,-21.400485,"B","chr18",32400000,32500000,18.40009,"A",39.800575,"BA",118.139742130799,5.07437205289057e-25
"808","chr18",32500000,32600000,2.306355,"A","chr18",32500000,32600000,29.542284,"A",27.235929,"AA",52.3570666833129,5.46533251043568e-11
"809","chr18",32600000,32700000,-5.544025,"B","chr18",32600000,32700000,27.061136,"A",32.605161,"BA",83.1579342222182,1.76338332198502e-17
"810","chr18",32700000,32800000,-12.075705,"B","chr18",32700000,32800000,10.987172,"A",23.062877,"BA",25.8490022605095,2.0834101552037e-05
"811","chr18",32800000,32900000,8.31244,"A","chr18",32800000,32900000,25.655054,"A",17.342614,"AA",8.52978924360109,0.0589315336458113
"812","chr18",33400000,33500000,24.7434,"A","chr18",33400000,33500000,1.469788,"A",-23.273612,"AA",16.3478369884515,0.00117553115325221
"813","chr18",36900000,37000000,-14.26913,"B","chr18",36900000,37000000,6.799372,"A",21.068502,"BA",11.2654425759055,0.0174232470508691
"814","chr18",37000000,37100000,-5.57737,"B","chr18",37000000,37100000,13.285766,"A",18.863136,"BA",7.74009070469232,0.0692965648966713
"815","chr18",37100000,37200000,-7.496395,"B","chr18",37100000,37200000,13.345548,"A",20.841943,"BA",7.59167709146118,0.0864959169947722
"816","chr18",37200000,37300000,0.96315,"A","chr18",37200000,37300000,22.230172,"A",21.267022,"AA",20.3469712678792,0.00025227118716507
"817","chr18",37300000,37400000,2.87289,"A","chr18",37300000,37400000,20.759408,"A",17.886518,"AA",15.7018816076316,0.00220145844733447
"818","chr18",38000000,38100000,4.12101,"A","chr18",38000000,38100000,-23.925964,"B",-28.046974,"AB",29.5849140777439,2.88832082018947e-06
"819","chr18",38100000,38200000,14.312215,"A","chr18",38100000,38200000,-21.159736,"B",-35.471951,"AB",90.6886551734009,3.25832301638489e-19
"820","chr18",38200000,38300000,15.02215,"A","chr18",38200000,38300000,-17.455462,"B",-32.477612,"AB",54.3664016560831,4.04328253061505e-11
"821","chr18",38300000,38400000,18.539115,"A","chr18",38300000,38400000,-12.929688,"B",-31.468803,"AB",50.3006535471633,9.99253085849015e-11
"822","chr18",38400000,38500000,30.05866,"A","chr18",38400000,38500000,6.879304,"A",-23.179356,"AA",30.933803653155,9.24579498471969e-07
"823","chr18",38500000,38600000,16.742635,"A","chr18",38500000,38600000,-11.71778,"B",-28.460415,"AB",32.7744913097871,3.15282731840174e-07
"824","chr18",38600000,38700000,12.84475,"A","chr18",38600000,38700000,-16.79686,"B",-29.64161,"AB",40.1415776288014,1.34118294724261e-08
"825","chr18",38700000,38800000,15.211765,"A","chr18",38700000,38800000,-22.247866,"B",-37.459631,"AB",117.078810786086,2.47364034448481e-24
"826","chr18",38800000,38900000,10.4214,"A","chr18",38800000,38900000,-21.599954,"B",-32.021354,"AB",61.7595503983074,1.05816658521488e-12
"827","chr18",38900000,39000000,-0.119205,"B","chr18",38900000,39000000,-22.926012,"B",-22.806807,"BB",9.27424444705535,0.0435364712960608
"828","chr18",44400000,44500000,-7.01661,"B","chr18",44400000,44500000,19.455552,"A",26.472162,"BA",51.4239124504152,9.59144633484358e-11
"829","chr18",44500000,44600000,-18.839635,"B","chr18",44500000,44600000,2.839998,"A",21.679633,"BA",14.3913541966489,0.00260910202223823
"830","chr18",44600000,44700000,-1.003965,"B","chr18",44600000,44700000,14.53824,"A",15.542205,"BA",8.19123093341294,0.0803724464191329
"831","chr18",45700000,45800000,32.96297,"A","chr18",45700000,45800000,12.518056,"A",-20.444914,"AA",20.9893560257337,0.00010578872148964
"832","chr18",45800000,45900000,36.37757,"A","chr18",45800000,45900000,13.19519,"A",-23.18238,"AA",30.7724490874052,1.10397148947379e-06
"833","chr18",47100000,47200000,35.973685,"A","chr18",47100000,47200000,11.198222,"A",-24.775463,"AA",34.9531648969608,7.98520418376205e-08
"834","chr18",47200000,47300000,32.16371,"A","chr18",47200000,47300000,13.927338,"A",-18.236372,"AA",10.8124247396958,0.0124373773599105
"835","chr18",47400000,47500000,28.353555,"A","chr18",47400000,47500000,7.112468,"A",-21.241087,"AA",24.7673522326784,1.77187487078604e-05
"836","chr18",47500000,47600000,26.914905,"A","chr18",47500000,47600000,7.505116,"A",-19.409789,"AA",17.5405412208242,0.00050173773575375
"837","chr18",47600000,47700000,33.49792,"A","chr18",47600000,47700000,6.139802,"A",-27.358118,"AA",56.9326810362887,3.19798562280383e-12
"838","chr18",47700000,47800000,31.080305,"A","chr18",47700000,47800000,9.89935,"A",-21.180955,"AA",20.1700328592484,0.00016885286307882
"839","chr18",47800000,47900000,31.647145,"A","chr18",47800000,47900000,13.182102,"A",-18.465043,"AA",8.9915604017088,0.0360630094991943
"840","chr18",47900000,48000000,27.82515,"A","chr18",47900000,48000000,-5.430268,"B",-33.255418,"AB",63.7787266027986,1.92339851499665e-13
"841","chr18",48000000,48100000,20.01622,"A","chr18",48000000,48100000,-18.756468,"B",-38.772688,"AB",110.97745517719,1.74854745496715e-23
"842","chr18",48100000,48200000,27.730005,"A","chr18",48100000,48200000,-17.638088,"B",-45.368093,"AB",209.944489390291,2.34202573032188e-44
"843","chr18",48200000,48300000,9.487565,"A","chr18",48200000,48300000,-17.741582,"B",-27.229147,"AB",22.6648718587769,9.30517488861343e-05
"844","chr18",48300000,48400000,26.673765,"A","chr18",48300000,48400000,5.15782,"A",-21.515945,"AA",6.82546519915129,0.0993411422357187
"845","chr18",48900000,49000000,11.854325,"A","chr18",48900000,49000000,-8.760098,"B",-20.614423,"AB",8.67550923860511,0.0359506978730729
"846","chr18",49000000,49100000,15.18382,"A","chr18",49000000,49100000,-10.653478,"B",-25.837298,"AB",20.5959859688591,0.00014194411406296
"847","chr18",49600000,49700000,6.983605,"A","chr18",49600000,49700000,-18.774422,"B",-25.758027,"AB",14.2502824792118,0.00398897722218858
"848","chr18",49700000,49800000,5.83446,"A","chr18",49700000,49800000,-21.891824,"B",-27.726284,"AB",21.9502262714971,0.00022487439855456
"849","chr18",54800000,54900000,-22.95065,"B","chr18",54800000,54900000,-1.794208,"B",21.156442,"BB",6.81832618243607,0.0892421963358555
"850","chr18",57300000,57400000,22.970195,"A","chr18",57300000,57400000,-5.07126,"B",-28.041455,"AB",25.6226943320942,1.31505839842932e-05
"851","chr18",59500000,59600000,19.18425,"A","chr18",59500000,59600000,-0.15389,"B",-19.33814,"AB",11.2067478309896,0.0124373773599105
"852","chr18",59600000,59700000,24.93189,"A","chr18",59600000,59700000,-11.066502,"B",-35.998392,"AB",68.4510742196141,4.43050772450893e-14
"853","chr18",61400000,61500000,31.58813,"A","chr18",61400000,61500000,13.289284,"A",-18.298846,"AA",15.5416965969786,0.00148394169710498
"854","chr18",61500000,61600000,28.97867,"A","chr18",61500000,61600000,13.655738,"A",-15.322932,"AA",7.08075147096621,0.0829539764880323
"855","chr18",65100000,65200000,-3.75913,"B","chr18",65100000,65200000,8.389216,"A",12.148346,"BA",10.8012704828856,0.0101627050866253
"856","chr18",65200000,65300000,-6.114205,"B","chr18",65200000,65300000,5.532346,"A",11.646551,"BA",7.59518245981541,0.0601646155777491
"857","chr18",66300000,66400000,-2.82303,"B","chr18",66300000,66400000,11.706704,"A",14.529734,"BA",11.8518040233455,0.00958661538604087
"858","chr18",66400000,66500000,-21.36761,"B","chr18",66400000,66500000,11.373932,"A",32.741542,"BA",78.5686173056879,1.12079109347877e-16
"859","chr18",67700000,67800000,2.33078,"A","chr18",67700000,67800000,16.656878,"A",14.326098,"AA",8.72203469023041,0.0563390675529995
"860","chr18",67800000,67900000,-0.433935,"B","chr18",67800000,67900000,24.400442,"A",24.834377,"BA",32.476584071032,7.97504997318531e-07
"861","chr18",71200000,71300000,19.16462,"A","chr18",71200000,71300000,-5.637722,"B",-24.802342,"AB",17.5712657327131,0.00043565988613613
"862","chr18",71300000,71400000,26.500405,"A","chr18",71300000,71400000,-2.963264,"B",-29.463669,"AB",38.7575831536003,2.63123066405704e-08
"863","chr18",71400000,71500000,18.251765,"A","chr18",71400000,71500000,-10.66669,"B",-28.918455,"AB",34.6948156333048,1.67810178487449e-07
"864","chr18",74100000,74200000,27.180545,"A","chr18",74100000,74200000,-10.484346,"B",-37.664891,"AB",88.3810154186697,7.53308751840708e-19
