"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","TNBCchr","TNBCstart","TNBCend","TNBCEV","TNBCcompartment","D.EV","compartment","sample_maha","padj"
"1930","chr1",214500000,214600000,16.404115,"A","chr1",214500000,214600000,12.213758,"A",-4.190357,"AA",9.08692671895372e-06,1
"1931","chr1",214600000,214700000,23.643035,"A","chr1",214600000,214700000,28.438376,"A",4.795341,"AA",0.0370846378676913,1
"1932","chr1",214700000,214800000,19.664955,"A","chr1",214700000,214800000,21.8865,"A",2.221545,"AA",0.00802240334439009,1
"1933","chr1",214800000,214900000,-18.68515,"B","chr1",214800000,214900000,-16.359446,"B",2.325704,"BB",0.00101570053305543,1
"1934","chr1",214900000,215000000,-22.71247,"B","chr1",214900000,215000000,-28.921032,"B",-6.208562,"BB",0.00368403928015577,1
"1935","chr1",215000000,215100000,-12.66159,"B","chr1",215000000,215100000,-22.687616,"B",-10.026026,"BB",0.00158690995655617,1
"1936","chr1",215100000,215200000,-12.74376,"B","chr1",215100000,215200000,-23.926362,"B",-11.182602,"BB",0.00406738743734798,1
"1937","chr1",215200000,215300000,-15.327235,"B","chr1",215200000,215300000,-18.045066,"B",-2.717831,"BB",9.11557392228193e-06,1
"1938","chr1",215300000,215400000,-19.271415,"B","chr1",215300000,215400000,-18.23207,"B",1.039345,"BB",0.00089606719150436,1
"1939","chr1",215400000,215500000,-24.501115,"B","chr1",215400000,215500000,-25.950796,"B",-1.449681,"BB",0.00022241583405583,1
"1940","chr1",215500000,215600000,-22.937815,"B","chr1",215500000,215600000,-27.438802,"B",-4.500987,"BB",0.00673865136088796,1
"1941","chr1",215600000,215700000,-11.98022,"B","chr1",215600000,215700000,-23.328252,"B",-11.348032,"BB",0.16481151773994,1
"1942","chr1",215700000,215800000,-28.224385,"B","chr1",215700000,215800000,-5.40673,"B",22.817655,"BB",0.199287614720557,1
"1943","chr1",215800000,215900000,-49.341895,"B","chr1",215800000,215900000,-38.492708,"B",10.849187,"BB",0.00036937631542247,1
"1944","chr1",215900000,216000000,-58.617825,"B","chr1",215900000,216000000,-41.822876,"B",16.794949,"BB",0.0129007683289986,1
"1945","chr1",216000000,216100000,-56.68147,"B","chr1",216000000,216100000,-40.581196,"B",16.100274,"BB",0.00818861132163985,1
"1946","chr1",216100000,216200000,-50.57949,"B","chr1",216100000,216200000,-39.045054,"B",11.534436,"BB",0.00030986355167331,1
"1947","chr1",216200000,216300000,-54.47294,"B","chr1",216200000,216300000,-39.229474,"B",15.243466,"BB",0.011196274286245,1
"1948","chr1",216300000,216400000,-53.894225,"B","chr1",216300000,216400000,-37.026926,"B",16.867299,"BB",0.0263511719706443,1
"1949","chr1",216400000,216500000,-52.49167,"B","chr1",216400000,216500000,-40.616412,"B",11.875258,"BB",0.00026647610318318,1
"1950","chr1",216500000,216600000,-52.9681,"B","chr1",216500000,216600000,-41.25328,"B",11.71482,"BB",0.0004048786486729,1
"1951","chr1",216600000,216700000,-51.69774,"B","chr1",216600000,216700000,-37.289994,"B",14.407746,"BB",0.00441997299600763,1
"1952","chr1",216700000,216800000,-49.55292,"B","chr1",216700000,216800000,-39.308208,"B",10.244712,"BB",6.52404284663106e-05,1
"1953","chr1",216800000,216900000,-49.47332,"B","chr1",216800000,216900000,-41.261488,"B",8.211832,"BB",1.76613097948767e-07,1
"1954","chr1",216900000,217000000,-35.987365,"B","chr1",216900000,217000000,-36.458446,"B",-0.471081000000005,"BB",0.00290302781328209,1
"1955","chr1",217000000,217100000,-39.87908,"B","chr1",217000000,217100000,-38.29446,"B",1.58462,"BB",0.00246402523398091,1
"1956","chr1",217100000,217200000,-36.02396,"B","chr1",217100000,217200000,-38.092768,"B",-2.068808,"BB",0.0124354341465054,1
"1957","chr1",217200000,217300000,-33.182315,"B","chr1",217200000,217300000,-33.433802,"B",-0.251486999999997,"BB",0.00310055805213249,1
"1958","chr1",217300000,217400000,-46.93061,"B","chr1",217300000,217400000,-36.00675,"B",10.92386,"BB",0.00118997459337107,1
"1959","chr1",217400000,217500000,-46.813045,"B","chr1",217400000,217500000,-30.936804,"B",15.876241,"BB",0.0518249232404724,1
"1960","chr1",217500000,217600000,-45.810365,"B","chr1",217500000,217600000,-25.348758,"B",20.461607,"BB",0.0694919372561842,1
"1961","chr1",217600000,217700000,-28.019355,"B","chr1",217600000,217700000,-16.978158,"B",11.041197,"BB",0.00170441988541365,1
"1962","chr1",217700000,217800000,-20.89282,"B","chr1",217700000,217800000,-7.255062,"B",13.637758,"BB",0.00480867622844721,1
"1963","chr1",217800000,217900000,-37.68695,"B","chr1",217800000,217900000,-27.426136,"B",10.260814,"BB",0.00107485628092728,1
"1964","chr1",217900000,218000000,-54.562155,"B","chr1",217900000,218000000,-36.347304,"B",18.214851,"BB",0.0414103206586956,1
"1965","chr1",218000000,218100000,-48.42019,"B","chr1",218000000,218100000,-33.813082,"B",14.607108,"BB",0.0133876341590285,1
"1966","chr1",218100000,218200000,-54.399315,"B","chr1",218100000,218200000,-37.732504,"B",16.666811,"BB",0.0182356892662101,1
"1967","chr1",218200000,218300000,-52.8648,"B","chr1",218200000,218300000,-40.52467,"B",12.34013,"BB",0.00164667546885183,1
"1968","chr1",218300000,218400000,-50.02663,"B","chr1",218300000,218400000,-37.985252,"B",12.041378,"BB",0.00088085513031757,1
"1969","chr1",218400000,218500000,-40.50694,"B","chr1",218400000,218500000,-22.520898,"B",17.986042,"BB",0.125771179207839,1
"1970","chr1",218500000,218600000,2.044595,"A","chr1",218500000,218600000,18.217054,"A",16.172459,"AA",0.863037679809249,1
"1971","chr1",218600000,218700000,-0.737885,"B","chr1",218600000,218700000,21.465166,"A",22.203051,"BA",2.12747994170391,0.83557996777509
"1972","chr1",218700000,218800000,2.366945,"A","chr1",218700000,218800000,14.645018,"A",12.278073,"AA",0.151901228736935,1
"1973","chr1",218800000,218900000,2.51917,"A","chr1",218800000,218900000,8.11029,"A",5.59112,"AA",0.0007634761785472,1
"1974","chr1",218900000,219000000,-1.26617,"B","chr1",218900000,219000000,0.136388,"A",1.402558,"BA",0.00020407266270002,1
"1975","chr1",219000000,219100000,-8.510495,"B","chr1",219000000,219100000,-4.928868,"B",3.581627,"BB",8.26865693329658e-05,1
"1976","chr1",219100000,219200000,-16.756835,"B","chr1",219100000,219200000,-10.241322,"B",6.515513,"BB",0.00045588490670399,1
"1977","chr1",219200000,219300000,-22.8574,"B","chr1",219200000,219300000,-15.717736,"B",7.139664,"BB",0.0295314630805068,1
"1978","chr1",219300000,219400000,-26.06063,"B","chr1",219300000,219400000,-19.366252,"B",6.694378,"BB",0.0186426215339698,1
"1979","chr1",219400000,219500000,-38.63707,"B","chr1",219400000,219500000,-26.753496,"B",11.883574,"BB",0.0264762594073063,1
"1980","chr1",219500000,219600000,-33.82831,"B","chr1",219500000,219600000,-22.06201,"B",11.7663,"BB",0.20346907322863,1
"1981","chr1",219600000,219700000,-44.40422,"B","chr1",219600000,219700000,-23.654778,"B",20.749442,"BB",1.0443888507738,1
"1982","chr1",219700000,219800000,-41.55878,"B","chr1",219700000,219800000,-27.34164,"B",14.21714,"BB",0.020130105097065,1
"1983","chr1",219800000,219900000,-45.107825,"B","chr1",219800000,219900000,-22.046822,"B",23.061003,"BB",1.88986262409776,0.882571280581949
"1984","chr1",219900000,220000000,-43.257775,"B","chr1",219900000,220000000,-24.378494,"B",18.879281,"BB",0.615639468143844,1
"1985","chr1",220000000,220100000,-37.61413,"B","chr1",220000000,220100000,-31.283818,"B",6.330312,"BB",0.00078496905642324,1
"1986","chr1",220100000,220200000,-20.816475,"B","chr1",220100000,220200000,-8.920634,"B",11.895841,"BB",0.222928791001499,1
"1987","chr1",220200000,220300000,1.970605,"A","chr1",220200000,220300000,16.691304,"A",14.720699,"AA",1.04623796299366,1
"1988","chr1",220300000,220400000,11.339445,"A","chr1",220300000,220400000,6.304754,"A",-5.034691,"AA",5.33860853992022e-06,1
"1989","chr1",220400000,220500000,10.07642,"A","chr1",220400000,220500000,-3.663424,"B",-13.739844,"AB",0.00232443871217965,1
"1990","chr1",220500000,220600000,9.18016,"A","chr1",220500000,220600000,-16.780568,"B",-25.960728,"AB",1.22596320661373,1
"1991","chr1",220600000,220700000,11.21366,"A","chr1",220600000,220700000,-20.045366,"B",-31.259026,"AB",2.23227779357719,0.710885759200746
"1992","chr1",220700000,220800000,3.327705,"A","chr1",220700000,220800000,-22.538776,"B",-25.866481,"AB",1.04237253582534,1
"1993","chr1",220800000,220900000,1.419695,"A","chr1",220800000,220900000,-16.912462,"B",-18.332157,"AB",0.072063456601286,1
"1994","chr1",220900000,221000000,1.03409,"A","chr1",220900000,221000000,-7.828884,"B",-8.862974,"AB",0.00224631118688525,1
"1995","chr1",221000000,221100000,-5.533885,"B","chr1",221000000,221100000,-5.489456,"B",0.0444290000000001,"BB",7.87696413952631e-06,1
"1996","chr1",221100000,221200000,-1.154845,"B","chr1",221100000,221200000,-5.055264,"B",-3.900419,"BB",0.001284627786693,1
"1997","chr1",221200000,221300000,-3.52536,"B","chr1",221200000,221300000,8.508958,"A",12.034318,"BA",0.0660744217078506,1
"1998","chr1",221300000,221400000,-11.773745,"B","chr1",221300000,221400000,-3.4388,"B",8.334945,"BB",0.00250568823832045,1
"1999","chr1",221400000,221500000,-3.51723,"B","chr1",221400000,221500000,-4.227614,"B",-0.710384,"BB",5.93742694164283e-08,1
"2000","chr1",221500000,221600000,1.186,"A","chr1",221500000,221600000,-1.551512,"B",-2.737512,"AB",4.11097636154882e-06,1
"2001","chr1",221600000,221700000,18.860015,"A","chr1",221600000,221700000,0.188272,"A",-18.671743,"AA",0.450433450356912,1
"2002","chr1",221700000,221800000,10.836945,"A","chr1",221700000,221800000,9.223902,"A",-1.613043,"AA",8.85046242898361e-05,1
"2003","chr1",221800000,221900000,19.27127,"A","chr1",221800000,221900000,13.152742,"A",-6.118528,"AA",0.0149307640619589,1
"2004","chr1",221900000,222000000,29.69336,"A","chr1",221900000,222000000,10.029,"A",-19.66436,"AA",0.672686305192504,1
"2005","chr1",222000000,222100000,28.178125,"A","chr1",222000000,222100000,7.982,"A",-20.196125,"AA",2.39295518467169,0.406390317557352
"2006","chr1",222100000,222200000,22.171515,"A","chr1",222100000,222200000,4.229502,"A",-17.942013,"AA",0.836170689091648,1
"2007","chr1",222200000,222300000,11.719015,"A","chr1",222200000,222300000,-6.529578,"B",-18.248593,"AB",0.472038579452883,1
"2008","chr1",222300000,222400000,16.958235,"A","chr1",222300000,222400000,-8.584184,"B",-25.542419,"AB",2.53757197144597,0.577719623665563
"2009","chr1",222400000,222500000,11.55237,"A","chr1",222400000,222500000,-2.769918,"B",-14.322288,"AB",0.221078629701502,1
"2010","chr1",222500000,222600000,7.692225,"A","chr1",222500000,222600000,-8.210178,"B",-15.902403,"AB",0.0978793778462515,1
"2011","chr1",222600000,222700000,8.706305,"A","chr1",222600000,222700000,0.936858,"A",-7.769447,"AA",5.59473581613669e-05,1
"2012","chr1",222700000,222800000,26.720255,"A","chr1",222700000,222800000,19.451442,"A",-7.268813,"AA",5.22857950977732e-07,1
"2013","chr1",222800000,222900000,36.917395,"A","chr1",222800000,222900000,29.114632,"A",-7.802763,"AA",0.00041914544400023,1
"2014","chr1",222900000,223000000,28.97278,"A","chr1",222900000,223000000,26.393516,"A",-2.579264,"AA",7.13067332345553e-07,1
"2015","chr1",223000000,223100000,18.5604,"A","chr1",223000000,223100000,26.71536,"A",8.15496,"AA",0.11321435110985,1
"2016","chr1",223100000,223200000,22.481625,"A","chr1",223100000,223200000,26.434902,"A",3.953277,"AA",0.0163252346507906,1
"2017","chr1",223200000,223300000,23.355055,"A","chr1",223200000,223300000,14.848322,"A",-8.506733,"AA",0.00301381683952697,1
"2018","chr1",223300000,223400000,33.513845,"A","chr1",223300000,223400000,14.611702,"A",-18.902143,"AA",0.596547828295366,1
"2019","chr1",223400000,223500000,25.879185,"A","chr1",223400000,223500000,5.20112,"A",-20.678065,"AA",1.92967715218047,0.767608896223709
"2020","chr1",223500000,223600000,30.71254,"A","chr1",223500000,223600000,4.28033,"A",-26.43221,"AA",5.69822750616661,0.158355534360651
"2021","chr1",223600000,223700000,30.317375,"A","chr1",223600000,223700000,-0.0461240000000009,"B",-30.363499,"AB",7.90274926377087,0.0521118116690983
"2022","chr1",223700000,223800000,8.628535,"A","chr1",223700000,223800000,-0.49031,"B",-9.118845,"AB",0.0362057829608917,1
"2023","chr1",223800000,223900000,36.895145,"A","chr1",223800000,223900000,14.491572,"A",-22.403573,"AA",1.00844084285396,1
"2024","chr1",223900000,224000000,44.537145,"A","chr1",223900000,224000000,35.860924,"A",-8.67622100000001,"AA",0.00463937524000879,1
"2025","chr1",224000000,224100000,38.017875,"A","chr1",224000000,224100000,26.671728,"A",-11.346147,"AA",0.00758435026818435,1
"2026","chr1",224100000,224200000,24.6706,"A","chr1",224100000,224200000,13.661042,"A",-11.009558,"AA",0.00254428478031981,1
"2027","chr1",224200000,224300000,26.77665,"A","chr1",224200000,224300000,13.642606,"A",-13.134044,"AA",0.00271141700566743,1
"2028","chr1",224300000,224400000,39.24473,"A","chr1",224300000,224400000,34.560556,"A",-4.684174,"AA",2.70553687584215e-06,1
"2029","chr1",224400000,224500000,40.166455,"A","chr1",224400000,224500000,36.680344,"A",-3.486111,"AA",2.31018023259435e-07,1
"2030","chr1",224500000,224600000,40.731,"A","chr1",224500000,224600000,26.608972,"A",-14.122028,"AA",0.0411716253618587,1
"2031","chr1",224600000,224700000,36.62653,"A","chr1",224600000,224700000,20.683194,"A",-15.943336,"AA",0.0472158088478179,1
"2032","chr1",224700000,224800000,30.990025,"A","chr1",224700000,224800000,-16.148176,"B",-47.138201,"AB",29.4667842732315,3.83166039182795e-06
"2033","chr1",224800000,224900000,24.10807,"A","chr1",224800000,224900000,-30.71683,"B",-54.8249,"AB",59.3616053362728,1.24809264653146e-12
"2034","chr1",224900000,225000000,17.97936,"A","chr1",224900000,225000000,-35.663112,"B",-53.642472,"AB",68.1954424298009,1.37095348843291e-14
"2035","chr1",225000000,225100000,8.09741,"A","chr1",225000000,225100000,-33.70481,"B",-41.80222,"AB",26.7158434360802,1.36137631851746e-05
"2036","chr1",225100000,225200000,10.224745,"A","chr1",225100000,225200000,-27.005546,"B",-37.230291,"AB",12.9762872949482,0.00572141392575007
"2037","chr1",225200000,225300000,-1.28062,"B","chr1",225200000,225300000,-35.812494,"B",-34.531874,"BB",18.5576267573894,0.00042098464139516
"2038","chr1",225300000,225400000,-6.463135,"B","chr1",225300000,225400000,-36.436026,"B",-29.972891,"BB",13.0608656628775,0.00490989517535087
"2039","chr1",225400000,225500000,2.0725,"A","chr1",225400000,225500000,-32.21563,"B",-34.28813,"AB",12.6125710445506,0.0067764977223126
"2040","chr1",225500000,225600000,18.82652,"A","chr1",225500000,225600000,-16.32469,"B",-35.15121,"AB",4.83853293656005,0.343560835859506
"2041","chr1",225600000,225700000,35.31107,"A","chr1",225600000,225700000,31.596066,"A",-3.715004,"AA",1.06513528582183e-06,1
"2042","chr1",225700000,225800000,39.213505,"A","chr1",225700000,225800000,43.669982,"A",4.456477,"AA",0.0402046768110324,1
"2043","chr1",225800000,225900000,47.37201,"A","chr1",225800000,225900000,50.090072,"A",2.718062,"AA",0.00452503272492236,1
"2044","chr1",225900000,226000000,40.948065,"A","chr1",225900000,226000000,48.249708,"A",7.301643,"AA",0.104999725568816,1
"2045","chr1",226000000,226100000,42.73096,"A","chr1",226000000,226100000,44.351288,"A",1.62032799999999,"AA",0.00306466378547898,1
"2046","chr1",226100000,226200000,43.147035,"A","chr1",226100000,226200000,36.42605,"A",-6.72098500000001,"AA",0.00104132289188037,1
"2047","chr1",226200000,226300000,48.86521,"A","chr1",226200000,226300000,47.5962,"A",-1.26900999999999,"AA",1.09764540400336e-06,1
"2048","chr1",226300000,226400000,50.081845,"A","chr1",226300000,226400000,44.394898,"A",-5.686947,"AA",0.00320609462335391,1
"2049","chr1",226400000,226500000,42.825255,"A","chr1",226400000,226500000,40.026954,"A",-2.798301,"AA",6.59195369971692e-07,1
"2050","chr1",226500000,226600000,42.879215,"A","chr1",226500000,226600000,34.137552,"A",-8.741663,"AA",0.00433755127741622,1
"2051","chr1",226600000,226700000,39.34562,"A","chr1",226600000,226700000,4.44373,"A",-34.90189,"AA",2.52001933775492,0.495825348653211
"2052","chr1",226700000,226800000,36.193475,"A","chr1",226700000,226800000,0.658738,"A",-35.534737,"AA",3.5873004264841,0.387635680745231
"2053","chr1",226800000,226900000,46.34692,"A","chr1",226800000,226900000,30.05922,"A",-16.2877,"AA",0.178987564548525,1
"2054","chr1",226900000,227000000,47.190385,"A","chr1",226900000,227000000,26.70663,"A",-20.483755,"AA",0.512747754781117,1
"2055","chr1",227000000,227100000,37.34415,"A","chr1",227000000,227100000,23.581952,"A",-13.762198,"AA",0.010090860283594,1
"2056","chr1",227100000,227200000,38.02158,"A","chr1",227100000,227200000,23.870478,"A",-14.151102,"AA",0.0150099485302844,1
"2057","chr1",227200000,227300000,43.853475,"A","chr1",227200000,227300000,25.953428,"A",-17.900047,"AA",0.180816417940525,1
"2058","chr1",227300000,227400000,32.08468,"A","chr1",227300000,227400000,25.44128,"A",-6.6434,"AA",2.49118921477159e-06,1
"2059","chr1",227400000,227500000,39.638755,"A","chr1",227400000,227500000,33.9718,"A",-5.666955,"AA",6.84769888337901e-05,1
"2060","chr1",227500000,227600000,42.77626,"A","chr1",227500000,227600000,30.533656,"A",-12.242604,"AA",0.0241956665261473,1
"2061","chr1",227600000,227700000,20.854555,"A","chr1",227600000,227700000,7.970814,"A",-12.883741,"AA",0.00040158395173656,1
"2062","chr1",227700000,227800000,16.5635,"A","chr1",227700000,227800000,-0.0260860000000005,"B",-16.589586,"AB",0.00168943400713299,1
"2063","chr1",227800000,227900000,11.54269,"A","chr1",227800000,227900000,-3.57102,"B",-15.11371,"AB",0.00051646482072689,1
"2064","chr1",227900000,228000000,35.696065,"A","chr1",227900000,228000000,25.422336,"A",-10.273729,"AA",0.00091613946344219,1
"2065","chr1",228000000,228100000,33.34355,"A","chr1",228000000,228100000,9.306762,"A",-24.036788,"AA",0.169404313428174,1
"2066","chr1",228100000,228200000,25.204765,"A","chr1",228100000,228200000,17.839378,"A",-7.365387,"AA",1.03566945981955e-07,1
"2067","chr1",228200000,228300000,47.729985,"A","chr1",228200000,228300000,28.809048,"A",-18.920937,"AA",0.372145943517501,1
"2068","chr1",228300000,228400000,47.539065,"A","chr1",228300000,228400000,40.515688,"A",-7.023377,"AA",0.00507019064780255,1
"2069","chr1",228400000,228500000,41.936135,"A","chr1",228400000,228500000,22.930278,"A",-19.005857,"AA",0.144591422426436,1
"2070","chr1",228500000,228600000,41.09157,"A","chr1",228500000,228600000,25.332558,"A",-15.759012,"AA",0.0448210076220829,1
"2071","chr1",228600000,228700000,45.032905,"A","chr1",228600000,228700000,33.24771,"A",-11.785195,"AA",0.0312004917076198,1
"2072","chr1",228700000,228800000,28.919,"A","chr1",228700000,228800000,13.652,"A",-15.267,"AA",0.0130901020898968,1
"2073","chr1",228800000,228900000,25.91452,"A","chr1",228800000,228900000,6.700698,"A",-19.213822,"AA",0.228958958814495,1
"2074","chr1",228900000,229000000,24.70888,"A","chr1",228900000,229000000,3.198776,"A",-21.510104,"AA",0.587581719186989,0.994844486667564
"2075","chr1",229000000,229100000,20.05779,"A","chr1",229000000,229100000,2.350954,"A",-17.706836,"AA",0.100242518959698,1
"2076","chr1",229100000,229200000,20.84752,"A","chr1",229100000,229200000,1.001328,"A",-19.846192,"AA",0.695524342764897,1
"2077","chr1",229200000,229300000,32.753685,"A","chr1",229200000,229300000,11.580044,"A",-21.173641,"AA",1.63627293006806,0.980424814370016
"2078","chr1",229300000,229400000,36.48372,"A","chr1",229300000,229400000,12.79857,"A",-23.68515,"AA",1.26121114751834,0.888992348527492
"2079","chr1",229400000,229500000,42.512385,"A","chr1",229400000,229500000,18.872964,"A",-23.639421,"AA",1.57070444936287,1
"2080","chr1",229500000,229600000,34.08268,"A","chr1",229500000,229600000,6.94432,"A",-27.13836,"AA",1.70826313588227,0.994844486667564
"2081","chr1",229600000,229700000,44.649485,"A","chr1",229600000,229700000,29.648178,"A",-15.001307,"AA",0.141204490415891,1
"2082","chr1",229700000,229800000,37.47295,"A","chr1",229700000,229800000,21.87828,"A",-15.59467,"AA",0.0992657856932372,1
"2083","chr1",229800000,229900000,27.08506,"A","chr1",229800000,229900000,-17.760016,"B",-44.845076,"AB",30.6628749905977,1.26973805375942e-06
"2084","chr1",229900000,230000000,29.457525,"A","chr1",229900000,230000000,-25.568674,"B",-55.026199,"AB",79.2890113745413,1.09796987542146e-16
"2085","chr1",230000000,230100000,33.024955,"A","chr1",230000000,230100000,-25.212392,"B",-58.237347,"AB",102.823014681646,9.69689113514591e-22
"2086","chr1",230100000,230200000,34.24828,"A","chr1",230100000,230200000,-15.377712,"B",-49.625992,"AB",54.2223402432796,1.36540549685907e-11
"2087","chr1",230200000,230300000,40.112705,"A","chr1",230200000,230300000,30.177486,"A",-9.935219,"AA",0.0126159511861183,1
"2088","chr1",230300000,230400000,33.516275,"A","chr1",230300000,230400000,13.552938,"A",-19.963337,"AA",0.920837685466569,1
"2089","chr1",230400000,230500000,18.48677,"A","chr1",230400000,230500000,-0.585622,"B",-19.072392,"AB",1.54688089092635,1
"2090","chr1",230500000,230600000,16.84172,"A","chr1",230500000,230600000,3.372,"A",-13.46972,"AA",0.956838081985575,0.823451053557513
"2091","chr1",230600000,230700000,24.87636,"A","chr1",230600000,230700000,2.60799,"A",-22.26837,"AA",4.95511382857989,0.119763332938477
"2092","chr1",230700000,230800000,19.165385,"A","chr1",230700000,230800000,3.84241,"A",-15.322975,"AA",0.917857765082601,0.840185369629863
"2093","chr1",230800000,230900000,13.481165,"A","chr1",230800000,230900000,4.542892,"A",-8.938273,"AA",0.246463736410662,1
"2094","chr1",230900000,231000000,17.99981,"A","chr1",230900000,231000000,9.202194,"A",-8.797616,"AA",0.102686896119463,1
"2095","chr1",231000000,231100000,18.300585,"A","chr1",231000000,231100000,8.868416,"A",-9.432169,"AA",0.0425058244980587,1
"2096","chr1",231100000,231200000,24.42025,"A","chr1",231100000,231200000,-7.089544,"B",-31.509794,"AB",10.4075096640855,0.0149086262540886
"2097","chr1",231200000,231300000,6.119475,"A","chr1",231200000,231300000,-19.923932,"B",-26.043407,"AB",4.81151033911122,0.252929609997665
"2098","chr1",231300000,231400000,21.632335,"A","chr1",231300000,231400000,-3.592456,"B",-25.224791,"AB",3.8038254457796,0.485204605502806
"2099","chr1",231400000,231500000,24.94752,"A","chr1",231400000,231500000,11.160302,"A",-13.787218,"AA",0.0113729401678946,1
"2100","chr1",231500000,231600000,34.22311,"A","chr1",231500000,231600000,21.46569,"A",-12.75742,"AA",0.0127763141925688,1
"2101","chr1",231600000,231700000,28.800535,"A","chr1",231600000,231700000,7.807124,"A",-20.993411,"AA",0.177586432184771,1
"2102","chr1",231700000,231800000,19.00728,"A","chr1",231700000,231800000,-6.625798,"B",-25.633078,"AB",1.38989143209758,1
"2103","chr1",231800000,231900000,12.7815,"A","chr1",231800000,231900000,-9.716058,"B",-22.497558,"AB",0.60699737703798,1
"2104","chr1",231900000,232000000,29.076635,"A","chr1",231900000,232000000,5.309004,"A",-23.767631,"AA",2.05977780523569,0.788176297679096
"2105","chr1",232000000,232100000,25.90263,"A","chr1",232000000,232100000,-13.291686,"B",-39.194316,"AB",19.6786644738379,0.00021290180146438
"2106","chr1",232100000,232200000,22.741265,"A","chr1",232100000,232200000,-11.921124,"B",-34.662389,"AB",10.6653325156457,0.0248330109605926
"2107","chr1",232200000,232300000,29.184735,"A","chr1",232200000,232300000,0.141748,"A",-29.042987,"AA",3.07087051127364,0.45643417198794
"2108","chr1",232300000,232400000,23.43164,"A","chr1",232300000,232400000,11.256674,"A",-12.174966,"AA",0.0462255362695454,1
"2109","chr1",232400000,232500000,29.80438,"A","chr1",232400000,232500000,9.745418,"A",-20.058962,"AA",2.17970312665186,0.733247224547134
"2110","chr1",232500000,232600000,27.536845,"A","chr1",232500000,232600000,14.074182,"A",-13.462663,"AA",0.104276578995524,1
"2111","chr1",232600000,232700000,32.26878,"A","chr1",232600000,232700000,31.012482,"A",-1.256298,"AA",2.78033913098247e-06,1
"2112","chr1",232700000,232800000,30.26104,"A","chr1",232700000,232800000,25.844014,"A",-4.417026,"AA",0.0006879523054244,1
"2113","chr1",232800000,232900000,33.436015,"A","chr1",232800000,232900000,17.975624,"A",-15.460391,"AA",0.428476273021144,1
"2114","chr1",232900000,233000000,30.3473,"A","chr1",232900000,233000000,15.968262,"A",-14.379038,"AA",0.262616281800771,1
"2115","chr1",233000000,233100000,33.03982,"A","chr1",233000000,233100000,15.489478,"A",-17.550342,"AA",0.509315397542677,1
"2116","chr1",233100000,233200000,27.39888,"A","chr1",233100000,233200000,18.124776,"A",-9.274104,"AA",0.0162734899948298,1
"2117","chr1",233200000,233300000,43.237265,"A","chr1",233200000,233300000,21.356164,"A",-21.881101,"AA",2.75733860108829,0.538511873991405
"2118","chr1",233300000,233400000,36.157115,"A","chr1",233300000,233400000,11.933854,"A",-24.223261,"AA",4.89086521232816,0.198783560167117
"2119","chr1",233400000,233500000,32.71012,"A","chr1",233400000,233500000,5.217758,"A",-27.492362,"AA",7.63909857870973,0.0538489036443199
"2120","chr1",233500000,233600000,19.63888,"A","chr1",233500000,233600000,-11.556856,"B",-31.195736,"AB",7.95565838026102,0.0392674527716478
"2121","chr1",233600000,233700000,16.687985,"A","chr1",233600000,233700000,-19.243268,"B",-35.931253,"AB",13.7199184603006,0.00301075908919577
"2122","chr1",233700000,233800000,23.357415,"A","chr1",233700000,233800000,1.426956,"A",-21.930459,"AA",3.41572273368701,0.390727608351692
"2123","chr1",233800000,233900000,12.256505,"A","chr1",233800000,233900000,4.768974,"A",-7.487531,"AA",0.0885733970940667,1
"2124","chr1",233900000,234000000,4.3257,"A","chr1",233900000,234000000,-18.621622,"B",-22.947322,"AB",2.41311612161243,0.532764261085412
"2125","chr1",234000000,234100000,20.922855,"A","chr1",234000000,234100000,-17.698062,"B",-38.620917,"AB",17.8619381741341,0.00027440186537295
"2126","chr1",234100000,234200000,26.498765,"A","chr1",234100000,234200000,-19.404876,"B",-45.903641,"AB",36.5450909236434,5.32924113386817e-08
"2127","chr1",234200000,234300000,19.228555,"A","chr1",234200000,234300000,-16.027356,"B",-35.255911,"AB",11.0519522499687,0.0092943448930199
"2128","chr1",234300000,234400000,22.760735,"A","chr1",234300000,234400000,-18.280478,"B",-41.041213,"AB",16.4051421898063,0.00107473715135082
"2129","chr1",234400000,234500000,19.660225,"A","chr1",234400000,234500000,-7.837334,"B",-27.497559,"AB",1.62043240107884,0.989669434632375
"2130","chr1",234500000,234600000,35.374585,"A","chr1",234500000,234600000,23.681318,"A",-11.693267,"AA",0.0326486641920522,1
"2131","chr1",234600000,234700000,40.30778,"A","chr1",234600000,234700000,39.44312,"A",-0.864660000000001,"AA",0.00030787723042222,1
"2132","chr1",234700000,234800000,46.77731,"A","chr1",234700000,234800000,44.931222,"A",-1.846088,"AA",2.79015188025286e-09,1
"2133","chr1",234800000,234900000,43.671405,"A","chr1",234800000,234900000,43.092418,"A",-0.578986999999998,"AA",0.00011800552949147,1
"2134","chr1",234900000,235000000,28.434925,"A","chr1",234900000,235000000,12.292964,"A",-16.141961,"AA",0.0161872141888203,1
"2135","chr1",235000000,235100000,41.78219,"A","chr1",235000000,235100000,42.862598,"A",1.080408,"AA",0.0021141429921484,1
"2136","chr1",235100000,235200000,47.70466,"A","chr1",235100000,235200000,44.961698,"A",-2.742962,"AA",2.56229215183503e-05,1
