"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","BT549chr","BT549start","BT549end","BT549EV","BT549compartment","D.EV","compartment","sample_maha","padj"
"807","chr12",106900000,107000000,7.62261,"A","chr12",106900000,107000000,-12.19376,"B",-19.81637,"AB",10.5384319695095,0.0100218710160895
"808","chr12",107000000,107100000,9.50525,"A","chr12",107000000,107100000,-12.736805,"B",-22.242055,"AB",18.2131412515525,0.00024007836379051
"809","chr12",107400000,107500000,29.63082,"A","chr12",107400000,107500000,-2.710065,"B",-32.340885,"AB",13.1120589238333,0.00308759868261925
"810","chr12",107500000,107600000,16.87685,"A","chr12",107500000,107600000,-13.285955,"B",-30.162805,"AB",40.3274557026737,6.10751987008885e-09
"811","chr12",107600000,107700000,24.473165,"A","chr12",107600000,107700000,-17.70088,"B",-42.174045,"AB",157.678201689645,6.65322675914989e-34
"812","chr12",107700000,107800000,29.91652,"A","chr12",107700000,107800000,-17.90666,"B",-47.82318,"AB",238.42501408882,4.6644421007919e-51
"813","chr12",107800000,107900000,24.51408,"A","chr12",107800000,107900000,-17.407125,"B",-41.921205,"AB",147.750357683994,7.55680700080645e-32
"814","chr12",107900000,108000000,18.82579,"A","chr12",107900000,108000000,-17.83349,"B",-36.65928,"AB",99.052987592752,2.05822042091897e-21
"815","chr12",108000000,108100000,14.72609,"A","chr12",108000000,108100000,-9.75903,"B",-24.48512,"AB",16.5080461343682,0.00045221112244774
"816","chr12",108100000,108200000,18.659435,"A","chr12",108100000,108200000,-9.836485,"B",-28.49592,"AB",24.3310507864401,1.40290715088716e-05
"817","chr12",108200000,108300000,4.711035,"A","chr12",108200000,108300000,-14.14442,"B",-18.855455,"AB",14.7590691717273,0.00116434177293198
"818","chr12",108300000,108400000,3.23174,"A","chr12",108300000,108400000,-15.56217,"B",-18.79391,"AB",14.9804471249315,0.00105495812162387
"819","chr12",108400000,108500000,-0.24635,"B","chr12",108400000,108500000,-13.64469,"B",-13.39834,"BB",6.44746392036674,0.0783085182255459
"820","chr12",108500000,108600000,4.95329,"A","chr12",108500000,108600000,-13.133505,"B",-18.086795,"AB",11.0780824123229,0.00819855421721423
"821","chr12",108600000,108700000,5.706135,"A","chr12",108600000,108700000,-20.10854,"B",-25.814675,"AB",54.1473667287035,7.70633231738421e-12
"822","chr12",108700000,108800000,13.15629,"A","chr12",108700000,108800000,-12.976445,"B",-26.132735,"AB",27.5232928525168,2.98333472198016e-06
"823","chr12",108800000,108900000,9.759295,"A","chr12",108800000,108900000,-13.266845,"B",-23.02614,"AB",20.6718495995122,5.99559743194929e-05
"824","chr12",114200000,114300000,-24.527915,"B","chr12",114200000,114300000,1.394575,"A",25.92249,"BA",7.62699067160833,0.0441550632971342
"825","chr12",114300000,114400000,-13.817955,"B","chr12",114300000,114400000,5.7799,"A",19.597855,"BA",8.42655759099486,0.038197449704211
"826","chr12",117200000,117300000,-15.364245,"B","chr12",117200000,117300000,6.519815,"A",21.88406,"BA",11.985628201096,0.00528438722355594
"827","chr12",117300000,117400000,-10.521965,"B","chr12",117300000,117400000,11.10722,"A",21.629185,"BA",17.750737775404,0.00046615376059623
"828","chr12",117400000,117500000,-17.24305,"B","chr12",117400000,117500000,7.652805,"A",24.895855,"BA",18.3352559544974,0.00025086785617582
"829","chr12",117500000,117600000,-18.368365,"B","chr12",117500000,117600000,3.267225,"A",21.63559,"BA",6.85400213269804,0.0644301219567567
"830","chr12",117600000,117700000,-32.859625,"B","chr12",117600000,117700000,-2.283135,"B",30.57649,"BB",7.37038813097769,0.0527543570725774
"831","chr12",118300000,118400000,-39.41595,"B","chr12",118300000,118400000,-1.508055,"B",37.907895,"BB",25.3568046253036,8.51422255083587e-06
"832","chr12",118400000,118500000,-25.021415,"B","chr12",118400000,118500000,6.802085,"A",31.8235,"BA",34.454255459558,1.03604761221277e-07
"833","chr12",118500000,118600000,-13.36858,"B","chr12",118500000,118600000,6.69284,"A",20.06142,"BA",10.1734341461971,0.0121742729001148
"834","chr12",131300000,131400000,-21.067845,"B","chr12",131300000,131400000,3.951105,"A",25.01895,"BA",12.645156647072,0.00386952537391043
"835","chr12",133700000,133800000,4.737915,"A","chr12",133700000,133800000,15.237215,"A",10.4993,"AA",6.83659952314126,0.0651749166829467
"836","chr13",19000000,19100000,NA,NA,"chr13",19000000,19100000,NA,NA,NA,"NANA",13.340341444538,0.00261865756483963
"837","chr13",19100000,19200000,-4.253145,"B","chr13",19100000,19200000,27.70037,"A",31.953515,"BA",59.7938589525183,4.80269456413401e-13
"838","chr13",19200000,19300000,-7.97346,"B","chr13",19200000,19300000,30.646275,"A",38.619735,"BA",97.3696319139264,4.74628318546075e-21
"839","chr13",19300000,19400000,-5.360395,"B","chr13",19300000,19400000,17.211925,"A",22.57232,"BA",14.2322936120137,0.00208297823201662
"840","chr13",19400000,19500000,-17.869415,"B","chr13",19400000,19500000,8.90577,"A",26.775185,"BA",17.2697064039038,0.00048630541214246
"841","chr13",19500000,19600000,-6.203305,"B","chr13",19500000,19600000,12.71431,"A",18.917615,"BA",10.2986408552625,0.0136918567822079
"842","chr13",19600000,19700000,-14.716515,"B","chr13",19600000,19700000,28.53705,"A",43.253565,"BA",126.714764551131,2.2725445920567e-27
"843","chr13",19700000,19800000,-7.144515,"B","chr13",19700000,19800000,15.48064,"A",22.625155,"BA",16.7658958175161,0.00063254654424769
"844","chr13",20000000,20100000,-12.15365,"B","chr13",20000000,20100000,14.590535,"A",26.744185,"BA",26.2703143042344,5.46518034714724e-06
"845","chr13",20100000,20200000,0.22079,"A","chr13",20100000,20200000,23.91906,"A",23.69827,"AA",30.3765707712151,6.93128738238009e-07
"846","chr13",20200000,20300000,23.153615,"A","chr13",20200000,20300000,32.762755,"A",9.60914,"AA",7.04627052070251,0.0588053974600153
"847","chr13",20300000,20400000,24.28834,"A","chr13",20300000,20400000,32.63808,"A",8.34974,"AA",6.15086627931627,0.0904656427137404
"848","chr13",20400000,20500000,25.249535,"A","chr13",20400000,20500000,36.141775,"A",10.89224,"AA",7.5138214424419,0.0349067504478379
"849","chr13",21800000,21900000,9.569135,"A","chr13",21800000,21900000,20.186835,"A",10.6177,"AA",6.50061518235076,0.0642788894052251
"850","chr13",22900000,23000000,-21.094745,"B","chr13",22900000,23000000,4.83369,"A",25.928435,"BA",11.1091281717136,0.0103375011401764
"851","chr13",23400000,23500000,-25.10717,"B","chr13",23400000,23500000,5.82652,"A",30.93369,"BA",20.1139614472128,0.00011830824921851
"852","chr13",23500000,23600000,-20.497955,"B","chr13",23500000,23600000,6.566535,"A",27.06449,"BA",15.1198006847635,0.00117906521677166
"853","chr13",23600000,23700000,-24.43048,"B","chr13",23600000,23700000,1.835985,"A",26.266465,"BA",6.25213216759652,0.0860178763195037
"854","chr13",23700000,23800000,-21.79281,"B","chr13",23700000,23800000,3.515905,"A",25.308715,"BA",7.77198989954165,0.0411014671323344
"855","chr13",27300000,27400000,-22.223095,"B","chr13",27300000,27400000,5.80476,"A",28.027855,"BA",16.7564842137005,0.00051751393345103
"856","chr13",27400000,27500000,-16.954475,"B","chr13",27400000,27500000,5.46615,"A",22.420625,"BA",8.15503697697343,0.0436629107736677
"857","chr13",28900000,29000000,-26.03354,"B","chr13",28900000,29000000,0.886025,"A",26.919565,"BA",5.74084676939781,0.0834713782245381
"858","chr13",31600000,31700000,37.2386,"A","chr13",31600000,31700000,2.813435,"A",-34.425165,"AA",9.90264840954964,0.0144449568321214
"859","chr13",31700000,31800000,35.96387,"A","chr13",31700000,31800000,1.946235,"A",-34.017635,"AA",9.70864032915151,0.01432699242998
"860","chr13",32100000,32200000,8.594975,"A","chr13",32100000,32200000,-11.50046,"B",-20.095435,"AB",10.4868982061,0.00984573104093
"861","chr13",32200000,32300000,11.01513,"A","chr13",32200000,32300000,-11.829395,"B",-22.844525,"AB",15.0061892123722,0.00124607532161468
"862","chr13",32300000,32400000,27.79483,"A","chr13",32300000,32400000,-10.11645,"B",-37.91128,"AB",54.2371963645627,7.04047703353857e-12
"863","chr13",32400000,32500000,21.52797,"A","chr13",32400000,32500000,-10.629275,"B",-32.157245,"AB",35.2164943224257,7.18996236634822e-08
"864","chr13",32500000,32600000,29.790595,"A","chr13",32500000,32600000,-7.840185,"B",-37.63078,"AB",57.4410064883618,1.49756114039285e-12
"865","chr13",32600000,32700000,16.899385,"A","chr13",32600000,32700000,-8.4973,"B",-25.396685,"AB",11.9013234705119,0.00550232227084101
"866","chr13",32700000,32800000,18.573275,"A","chr13",32700000,32800000,-11.980135,"B",-30.55341,"AB",33.2733966798138,1.65780109088975e-07
"867","chr13",32800000,32900000,28.83412,"A","chr13",32800000,32900000,-9.8012,"B",-38.63532,"AB",70.9474630074172,1.99678464428598e-15
"868","chr13",34200000,34300000,29.937955,"A","chr13",34200000,34300000,-2.867435,"B",-32.80539,"AB",14.0016316448998,0.00255607532680573
"869","chr13",34600000,34700000,28.733575,"A","chr13",34600000,34700000,-1.660525,"B",-30.3941,"AB",6.96616877026962,0.0611622548114567
"870","chr13",34700000,34800000,28.399595,"A","chr13",34700000,34800000,-2.66553,"B",-31.065125,"AB",9.55812234537824,0.024442104959472
"871","chr13",34800000,34900000,26.40531,"A","chr13",34800000,34900000,-3.274235,"B",-29.679545,"AB",8.82347100041818,0.0245582600691109
"872","chr13",34900000,35000000,30.755415,"A","chr13",34900000,35000000,-6.476155,"B",-37.23157,"AB",50.0277179038523,4.87171014569909e-11
"873","chr13",35200000,35300000,20.82204,"A","chr13",35200000,35300000,-9.07671,"B",-29.89875,"AB",21.1349804869025,6.457163838131e-05
"874","chr13",35400000,35500000,14.81877,"A","chr13",35400000,35500000,-11.45343,"B",-26.2722,"AB",19.9607310282271,0.00016439211893283
"875","chr13",35500000,35600000,12.09609,"A","chr13",35500000,35600000,-10.450585,"B",-22.546675,"AB",12.5472521621234,0.00303719442673499
"876","chr13",35600000,35700000,13.89985,"A","chr13",35600000,35700000,-11.215145,"B",-25.114995,"AB",17.1814412296478,0.00062973739180038
"877","chr13",35700000,35800000,18.49038,"A","chr13",35700000,35800000,-8.859255,"B",-27.349635,"AB",16.4021277048067,0.00066920289030151
"878","chr13",35800000,35900000,13.94123,"A","chr13",35800000,35900000,-12.449965,"B",-26.391195,"AB",21.9691125794981,4.36479435127699e-05
"879","chr13",35900000,36000000,13.028535,"A","chr13",35900000,36000000,-11.498305,"B",-24.52684,"AB",15.4588564535705,0.00105495812162387
"880","chr13",36000000,36100000,17.483665,"A","chr13",36000000,36100000,-13.260175,"B",-30.74384,"AB",34.9827323100696,1.02546541416091e-07
"881","chr13",36100000,36200000,23.750065,"A","chr13",36100000,36200000,-11.33969,"B",-35.089755,"AB",48.8434549427211,1.25727473905558e-10
"882","chr13",36200000,36300000,19.694865,"A","chr13",36200000,36300000,-11.004725,"B",-30.69959,"AB",28.5879050183238,1.8743136904181e-06
"883","chr13",36300000,36400000,16.174595,"A","chr13",36300000,36400000,-10.15986,"B",-26.334455,"AB",19.8772600643083,0.00011883871234149
"884","chr13",36400000,36500000,27.910355,"A","chr13",36400000,36500000,-9.992235,"B",-37.90259,"AB",62.4701942151999,1.27067227555888e-13
"885","chr13",39200000,39300000,18.33988,"A","chr13",39200000,39300000,-7.04965,"B",-25.38953,"AB",9.01056591295534,0.0249001744207131
"886","chr13",39300000,39400000,25.592495,"A","chr13",39300000,39400000,-6.008515,"B",-31.60101,"AB",19.6872215627428,0.00011659884698672
"887","chr13",39400000,39500000,25.525365,"A","chr13",39400000,39500000,-5.82189,"B",-31.347255,"AB",20.461401965149,8.10842050724873e-05
"888","chr13",39500000,39600000,21.72955,"A","chr13",39500000,39600000,-4.53976,"B",-26.26931,"AB",6.17916005571326,0.0990368510881657
"889","chr13",40400000,40500000,27.246835,"A","chr13",40400000,40500000,-4.40283,"B",-31.649665,"AB",15.8443177589848,0.00083518971836297
"890","chr13",40600000,40700000,31.05662,"A","chr13",40600000,40700000,-0.858355,"B",-31.914975,"AB",8.25696801485484,0.0324061169907152
"891","chr13",40700000,40800000,35.34939,"A","chr13",40700000,40800000,-0.0702999999999999,"B",-35.41969,"AB",14.3165386031551,0.00173629679532382
"892","chr13",40800000,40900000,33.023445,"A","chr13",40800000,40900000,-1.92714,"B",-34.950585,"AB",20.4089621159496,0.00011699656556022
"893","chr13",40900000,41000000,30.480065,"A","chr13",40900000,41000000,-1.725095,"B",-32.20516,"AB",10.5605847110915,0.0104815828852019
"894","chr13",41000000,41100000,33.470345,"A","chr13",41000000,41100000,-0.6315,"B",-34.101845,"AB",11.8958337078665,0.00551666187378875
"895","chr13",41100000,41200000,30.06524,"A","chr13",41100000,41200000,-1.25714,"B",-31.32238,"AB",8.1166469132585,0.0365496730684089
"896","chr13",52900000,53000000,39.05218,"A","chr13",52900000,53000000,4.54653,"A",-34.50565,"AA",11.486148155426,0.00672488135137977
"897","chr13",53300000,53400000,6.529645,"A","chr13",53300000,53400000,-10.842885,"B",-17.37253,"AB",6.11556951226103,0.0835725527220216
"898","chr13",63600000,63700000,-33.95348,"B","chr13",63600000,63700000,1.6134,"A",35.56688,"BA",28.4399202332875,2.224485714616e-06
"899","chr13",63700000,63800000,-30.624115,"B","chr13",63700000,63800000,4.03948,"A",34.663595,"BA",30.690896317033,6.42782164118498e-07
"900","chr13",63800000,63900000,-32.41991,"B","chr13",63800000,63900000,3.1367,"A",35.55661,"BA",34.0806198947932,1.11502091539749e-07
"901","chr13",63900000,64000000,-28.01059,"B","chr13",63900000,64000000,7.68704,"A",35.69763,"BA",45.5257921951705,4.80737221276817e-10
"902","chr13",64000000,64100000,-27.484925,"B","chr13",64000000,64100000,6.64482,"A",34.129745,"BA",33.6397100262689,1.53996894600317e-07
"903","chr13",64100000,64200000,-33.385915,"B","chr13",64100000,64200000,2.990295,"A",36.37621,"BA",45.4453905299996,5.00320971275322e-10
"904","chr13",64200000,64300000,-30.90987,"B","chr13",64200000,64300000,6.55963,"A",37.4695,"BA",51.6738788041635,2.43835636395974e-11
"905","chr13",64300000,64400000,-26.316525,"B","chr13",64300000,64400000,7.877395,"A",34.19392,"BA",38.6611640995742,1.36156262184723e-08
"906","chr13",64400000,64500000,-28.361295,"B","chr13",64400000,64500000,6.575165,"A",34.93646,"BA",38.7986722653587,1.27377849325082e-08
"907","chr13",64500000,64600000,-33.893055,"B","chr13",64500000,64600000,4.082755,"A",37.97581,"BA",53.1880931234668,1.17384652488147e-11
"908","chr13",64600000,64700000,-32.302465,"B","chr13",64600000,64700000,10.1341,"A",42.436565,"BA",94.147270348218,2.2413170384414e-20
"909","chr13",64700000,64800000,-29.73469,"B","chr13",64700000,64800000,6.140025,"A",35.874715,"BA",38.2454109645313,1.66430359878703e-08
"910","chr13",64800000,64900000,-27.23332,"B","chr13",64800000,64900000,5.533855,"A",32.767175,"BA",28.4932054412665,1.87174664718145e-06
"911","chr13",64900000,65000000,-27.76084,"B","chr13",64900000,65000000,6.893375,"A",34.654215,"BA",39.0683920283558,1.00635157681828e-08
"912","chr13",65000000,65100000,-24.436735,"B","chr13",65000000,65100000,6.23717,"A",30.673905,"BA",21.6212108273636,9.61726570253415e-05
"913","chr13",65100000,65200000,-16.73149,"B","chr13",65100000,65200000,5.960715,"A",22.692205,"BA",8.02410407002746,0.036297180363697
"914","chr13",65500000,65600000,-16.16894,"B","chr13",65500000,65600000,6.146705,"A",22.315645,"BA",8.172106950568,0.0338248151378535
"915","chr13",65600000,65700000,-28.087035,"B","chr13",65600000,65700000,4.45218,"A",32.539215,"BA",23.4750882852958,2.21097304543008e-05
"916","chr13",65700000,65800000,-29.797255,"B","chr13",65700000,65800000,1.107205,"A",30.90446,"BA",12.417019686425,0.00429451652533651
"917","chr13",65800000,65900000,-28.543665,"B","chr13",65800000,65900000,6.2147,"A",34.758365,"BA",38.8755184769531,1.10445193251484e-08
"918","chr13",65900000,66000000,-30.56751,"B","chr13",65900000,66000000,1.048755,"A",31.616265,"BA",14.5248605484388,0.00157499047340137
"919","chr13",66000000,66100000,-27.554485,"B","chr13",66000000,66100000,4.258435,"A",31.81292,"BA",21.3940294198925,5.76223815127342e-05
"920","chr13",66100000,66200000,-28.19453,"B","chr13",66100000,66200000,5.83759,"A",34.03212,"BA",33.8589287408617,1.01880005492256e-07
"921","chr13",66200000,66300000,-28.524165,"B","chr13",66200000,66300000,7.228225,"A",35.75239,"BA",42.2522702413556,3.13590534623806e-09
"922","chr13",66300000,66400000,-28.365105,"B","chr13",66300000,66400000,2.03414,"A",30.399245,"BA",11.6934341295016,0.00608526539506193
"923","chr13",66400000,66500000,-12.41554,"B","chr13",66400000,66500000,8.07208,"A",20.48762,"BA",8.96327969320488,0.0229075167472886
"924","chr13",66500000,66600000,-18.879545,"B","chr13",66500000,66600000,7.380675,"A",26.26022,"BA",15.0633882393523,0.00101041332054946
"925","chr13",66600000,66700000,-26.74124,"B","chr13",66600000,66700000,3.196305,"A",29.937545,"BA",14.9458319350171,0.00128343163023803
"926","chr13",66700000,66800000,-27.17792,"B","chr13",66700000,66800000,5.145565,"A",32.323485,"BA",25.8214966089458,6.07822365535899e-06
"927","chr13",66800000,66900000,-24.564865,"B","chr13",66800000,66900000,2.796325,"A",27.36119,"BA",9.72218738015644,0.0117662190043209
"928","chr13",66900000,67000000,-12.375395,"B","chr13",66900000,67000000,6.693705,"A",19.0691,"BA",5.89646390025174,0.0958837923754775
"929","chr13",67800000,67900000,-24.20264,"B","chr13",67800000,67900000,4.193395,"A",28.396035,"BA",11.9368838725015,0.00683377711645288
"930","chr13",67900000,68000000,-29.99212,"B","chr13",67900000,68000000,-0.98386,"B",29.00826,"BB",6.70564055264333,0.0975355680106939
"931","chr13",68000000,68100000,-30.64718,"B","chr13",68000000,68100000,0.31046,"A",30.95764,"BA",11.6352260326305,0.00469079510704754
"932","chr13",68100000,68200000,-25.799645,"B","chr13",68100000,68200000,4.84347,"A",30.643115,"BA",20.3550227001098,9.45789112041228e-05
"933","chr13",68300000,68400000,-30.11969,"B","chr13",68300000,68400000,1.15843,"A",31.27812,"BA",14.1960435988201,0.00164992362864241
"934","chr13",68400000,68500000,-29.948535,"B","chr13",68400000,68500000,-0.99445,"B",28.954085,"BB",6.25639733179741,0.0911035117307764
"935","chr13",73700000,73800000,38.731955,"A","chr13",73700000,73800000,0.09376,"A",-38.638195,"AA",30.7599167907691,6.22177505145032e-07
"936","chr13",73800000,73900000,36.69581,"A","chr13",73800000,73900000,1.02001,"A",-35.6758,"AA",15.047852858056,0.00155049677976296
"937","chr13",73900000,74000000,38.438725,"A","chr13",73900000,74000000,3.398145,"A",-35.04058,"AA",13.9849377586684,0.0018408517973873
"938","chr13",74000000,74100000,37.04508,"A","chr13",74000000,74100000,3.89042,"A",-33.15466,"AA",7.3563595655063,0.0710092961820225
"939","chr13",74100000,74200000,36.427635,"A","chr13",74100000,74200000,-0.813655,"B",-37.24129,"AB",22.8038714939279,2.91990428903363e-05
"940","chr13",74200000,74300000,31.840585,"A","chr13",74200000,74300000,0.58125,"A",-31.259335,"AA",6.04038178911219,0.0866543459335155
"941","chr13",77400000,77500000,19.79608,"A","chr13",77400000,77500000,-5.73343,"B",-25.52951,"AB",8.16254347613631,0.0316095332748543
"942","chr13",80000000,80100000,31.80013,"A","chr13",80000000,80100000,-6.69748,"B",-38.49761,"AB",60.3459769800303,3.59516589957084e-13
"943","chr13",80100000,80200000,24.94275,"A","chr13",80100000,80200000,-10.587785,"B",-35.530535,"AB",52.7803604810788,2.73031344143398e-11
"944","chr13",80200000,80300000,26.22518,"A","chr13",80200000,80300000,-7.946195,"B",-34.171375,"AB",30.6150441729479,5.62960230355045e-07
"945","chr13",86600000,86700000,-35.997705,"B","chr13",86600000,86700000,-3.628675,"B",32.36903,"BB",9.4713273337943,0.0178357568815597
"946","chr13",86700000,86800000,-27.958655,"B","chr13",86700000,86800000,2.47506,"A",30.433715,"BA",16.3560868827514,0.00077029675867647
"947","chr13",86900000,87000000,-33.245135,"B","chr13",86900000,87000000,-0.9966,"B",32.248535,"BB",13.1606472559179,0.00314523317896588
"948","chr13",87100000,87200000,-33.13869,"B","chr13",87100000,87200000,-1.80385,"B",31.33484,"BB",9.31232526406923,0.0248201460213001
"949","chr13",87200000,87300000,-28.33373,"B","chr13",87200000,87300000,0.906565,"A",29.240295,"BA",10.5099465227499,0.00896511425596062
"950","chr13",88000000,88100000,-28.80018,"B","chr13",88000000,88100000,-0.14585,"B",28.65433,"BB",5.93269945624339,0.0842134355071303
"951","chr13",88800000,88900000,-28.887985,"B","chr13",88800000,88900000,-0.622745,"B",28.26524,"BB",5.98527282036243,0.0984524430123243
"952","chr13",91200000,91300000,0.49694,"A","chr13",91200000,91300000,-15.1559,"B",-15.65284,"AB",6.83242971820216,0.0813471373328862
"953","chr13",91300000,91400000,3.72457,"A","chr13",91300000,91400000,-15.73236,"B",-19.45693,"AB",10.4893263171759,0.0136918567822079
"954","chr13",93600000,93700000,3.422475,"A","chr13",93600000,93700000,-15.76845,"B",-19.190925,"AB",11.001067953152,0.00853424925497548
"955","chr13",99600000,99700000,36.9855,"A","chr13",99600000,99700000,4.72522,"A",-32.26028,"AA",5.96179636467652,0.099438089275258
"956","chr13",101800000,101900000,7.760565,"A","chr13",101800000,101900000,-14.12971,"B",-21.890275,"AB",14.7717018513572,0.00129935531198672
"957","chr13",101900000,102000000,8.47716,"A","chr13",101900000,102000000,-13.855285,"B",-22.332445,"AB",15.5489486722926,0.00089705444847955
"958","chr13",102000000,102100000,10.999995,"A","chr13",102000000,102100000,-10.00007,"B",-21.000065,"AB",8.26896340433982,0.0322288546135861
"959","chr13",102100000,102200000,10.85456,"A","chr13",102100000,102200000,-12.25793,"B",-23.11249,"AB",12.9324936874867,0.00430894851022195
"960","chr13",102200000,102300000,3.257925,"A","chr13",102200000,102300000,-13.254375,"B",-16.5123,"AB",6.92765169435764,0.0622519048818287
"961","chr13",102300000,102400000,6.47742,"A","chr13",102300000,102400000,-13.30657,"B",-19.78399,"AB",10.9348409316735,0.00877624981418426
"962","chr13",102800000,102900000,-1.746735,"B","chr13",102800000,102900000,-15.593035,"B",-13.8463,"BB",6.40350006092594,0.0605763390767165
"963","chr13",103200000,103300000,16.57332,"A","chr13",103200000,103300000,-9.4873,"B",-26.06062,"AB",17.0066894368445,0.00043353526032964
"964","chr13",103300000,103400000,19.06674,"A","chr13",103300000,103400000,-7.86535,"B",-26.93209,"AB",16.2308105704271,0.00069190373766209
"965","chr13",103500000,103600000,5.84362,"A","chr13",103500000,103600000,-15.553305,"B",-21.396925,"AB",16.2101671507818,0.00067291193030883
"966","chr13",103800000,103900000,5.31225,"A","chr13",103800000,103900000,-15.718215,"B",-21.030465,"AB",15.1253232220928,0.00113350369049772
"967","chr13",103900000,104000000,8.394215,"A","chr13",103900000,104000000,-14.644015,"B",-23.03823,"AB",17.7350818286027,0.00033694817039221
"968","chr13",109600000,109700000,15.10868,"A","chr13",109600000,109700000,-9.07057,"B",-24.17925,"AB",9.77591474060945,0.0153169544788883
"969","chr13",109700000,109800000,12.40314,"A","chr13",109700000,109800000,-7.990225,"B",-20.393365,"AB",6.18315824449243,0.0888969078324299
"970","chr13",110000000,110100000,17.72263,"A","chr13",110000000,110100000,-6.51708,"B",-24.23971,"AB",7.07310981549441,0.0580517401729495
"971","chr13",110300000,110400000,20.75827,"A","chr13",110300000,110400000,-6.936665,"B",-27.694935,"AB",12.8190782989642,0.00355931544002869
"972","chr13",110400000,110500000,23.22212,"A","chr13",110400000,110500000,-4.2234,"B",-27.44552,"AB",7.0671146220512,0.0527965537651474
"973","chr13",110500000,110600000,20.73646,"A","chr13",110500000,110600000,-7.436265,"B",-28.172725,"AB",17.0726395104898,0.00059684130362673
"974","chr13",110600000,110700000,21.841955,"A","chr13",110600000,110700000,-7.711605,"B",-29.55356,"AB",20.9837713863029,6.957876236275e-05
"975","chr13",110700000,110800000,25.27105,"A","chr13",110700000,110800000,-6.2276,"B",-31.49865,"AB",20.2804753523598,9.79293219083553e-05
"976","chr13",112100000,112200000,-19.57314,"B","chr13",112100000,112200000,5.269725,"A",24.842865,"BA",10.5223393794355,0.0106817772517137
"977","chr13",112300000,112400000,-16.88978,"B","chr13",112300000,112400000,6.480315,"A",23.370095,"BA",10.1401644661194,0.0123765763832493
"978","chr13",112500000,112600000,-24.168165,"B","chr13",112500000,112600000,4.805535,"A",28.9737,"BA",15.3648479739471,0.00105420238627132
"979","chr13",112900000,113000000,-20.923045,"B","chr13",112900000,113000000,4.28752,"A",25.210565,"BA",7.3083438734372,0.051837842763158
"980","chr13",113400000,113500000,3.99884,"A","chr13",113400000,113500000,16.31171,"A",12.31287,"AA",6.33093064535722,0.0556045713371084
"981","chr13",113600000,113700000,-4.029105,"B","chr13",113600000,113700000,17.444805,"A",21.47391,"BA",18.4070889871256,0.00029004820720605
"982","chr13",113700000,113800000,-3.179505,"B","chr13",113700000,113800000,18.467175,"A",21.64668,"BA",19.4175694221134,0.00018913080266108
"983","chr13",114000000,114100000,11.43196,"A","chr13",114000000,114100000,23.563385,"A",12.131425,"AA",9.9295115238457,0.0136918567822079
"984","chr13",114900000,115000000,11.97902,"A","chr13",114900000,115000000,24.158355,"A",12.179335,"AA",9.8215712195352,0.0112493396224448
"985","chr13",115000000,115100000,14.82212,"A","chr13",115000000,115100000,27.72944,"A",12.90732,"AA",11.873202286925,0.00557258514252563
"986","chr13",115100000,115169878,7.79912,"A","chr13",115100000,115169878,26.55217,"A",18.75305,"AA",20.787589044739,6.33245027054725e-05
"987","chr14",19000000,19100000,NA,NA,"chr14",19000000,19100000,NA,NA,NA,"NANA",23.2759152044291,1.51666431527217e-05
"988","chr14",19100000,19200000,-15.450115,"B","chr14",19100000,19200000,24.2358,"A",39.685915,"BA",59.7184361718062,4.88323371474335e-13
"989","chr14",19200000,19300000,-13.416555,"B","chr14",19200000,19300000,21.93065,"A",35.347205,"BA",41.153371417862,4.09643462529983e-09
"990","chr14",19300000,19400000,-11.70535,"B","chr14",19300000,19400000,22.776135,"A",34.481485,"BA",39.1025067424845,9.92312701112465e-09
"991","chr14",19400000,19500000,-16.825645,"B","chr14",19400000,19500000,15.761775,"A",32.58742,"BA",28.2890845225137,2.06687100419835e-06
"992","chr14",19500000,19600000,-8.048205,"B","chr14",19500000,19600000,24.71696,"A",32.765165,"BA",39.2277637188431,1.03326674602547e-08
"993","chr14",19600000,19700000,-12.60531,"B","chr14",19600000,19700000,20.633255,"A",33.238565,"BA",34.028753705669,1.04990589585662e-07
"994","chr14",19700000,19800000,-14.5238,"B","chr14",19700000,19800000,16.520725,"A",31.044525,"BA",24.3608778316132,1.01614577354494e-05
"995","chr14",19800000,19900000,-10.548205,"B","chr14",19800000,19900000,14.100755,"A",24.64896,"BA",13.1125323547889,0.00279569919107204
"996","chr14",19900000,20000000,-8.11661,"B","chr14",19900000,20000000,26.392605,"A",34.509215,"BA",44.7430486535072,6.77615656165416e-10
"997","chr14",20000000,20100000,-13.89183,"B","chr14",20000000,20100000,19.849445,"A",33.741275,"BA",32.8982873641468,2.20087460408827e-07
"998","chr14",20100000,20200000,-15.787595,"B","chr14",20100000,20200000,20.681955,"A",36.46955,"BA",42.5990510193737,2.02829988682601e-09
"999","chr14",20200000,20300000,-26.82535,"B","chr14",20200000,20300000,7.61135,"A",34.4367,"BA",21.3798363276212,6.08355943071048e-05
"1000","chr14",20300000,20400000,-30.178065,"B","chr14",20300000,20400000,7.996105,"A",38.17417,"BA",41.2733086901852,3.86845400816003e-09
"1001","chr14",20400000,20500000,-26.37873,"B","chr14",20400000,20500000,14.367625,"A",40.746355,"BA",55.0212521784592,4.83269049090227e-12
"1002","chr14",20500000,20600000,-24.813895,"B","chr14",20500000,20600000,10.81679,"A",35.630685,"BA",34.4678124375416,9.89608117267163e-08
