"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","BT549chr","BT549start","BT549end","BT549EV","BT549compartment","D.EV","compartment","sample_maha","padj"
"9184","chr16",29500000,29600000,25.681875,"A","chr16",29500000,29600000,26.23106,"A",0.549184999999998,"AA",0.0123458866023971,1
"9185","chr16",29600000,29700000,29.779365,"A","chr16",29600000,29700000,32.38343,"A",2.604065,"AA",0.0267240552450979,1
"9186","chr16",29700000,29800000,33.532385,"A","chr16",29700000,29800000,30.62884,"A",-2.903545,"AA",2.21088738475017e-06,1
"9187","chr16",29800000,29900000,33.842885,"A","chr16",29800000,29900000,35.107535,"A",1.26465,"AA",0.00317204676350088,1
"9188","chr16",29900000,30000000,34.28166,"A","chr16",29900000,30000000,35.747795,"A",1.466135,"AA",0.00253253795482414,1
"9189","chr16",30000000,30100000,34.463935,"A","chr16",30000000,30100000,34.27996,"A",-0.183974999999997,"AA",0.00033773119652034,1
"9190","chr16",30100000,30200000,35.947415,"A","chr16",30100000,30200000,31.914455,"A",-4.03296,"AA",0.00072214892059974,1
"9191","chr16",30200000,30300000,21.28382,"A","chr16",30200000,30300000,22.085235,"A",0.801415000000002,"AA",0.0137070945389311,1
"9192","chr16",30300000,30400000,35.54924,"A","chr16",30300000,30400000,33.41427,"A",-2.13497,"AA",4.1080380596909e-06,1
"9193","chr16",30400000,30500000,35.18619,"A","chr16",30400000,30500000,34.585545,"A",-0.600645,"AA",8.61942650207112e-08,1
"9194","chr16",30500000,30600000,35.697525,"A","chr16",30500000,30600000,35.589535,"A",-0.107990000000001,"AA",2.01052382402117e-05,1
"9195","chr16",30600000,30700000,37.48183,"A","chr16",30600000,30700000,34.40272,"A",-3.07911,"AA",0.00084021163980309,1
"9196","chr16",30700000,30800000,36.032715,"A","chr16",30700000,30800000,34.919495,"A",-1.11322000000001,"AA",5.93553193701839e-06,1
"9197","chr16",30800000,30900000,34.21007,"A","chr16",30800000,30900000,32.217815,"A",-1.992255,"AA",4.60863220194515e-07,1
"9198","chr16",30900000,31000000,30.924085,"A","chr16",30900000,31000000,32.43931,"A",1.515225,"AA",0.00956668926567044,1
"9199","chr16",31000000,31100000,26.01225,"A","chr16",31000000,31100000,32.538435,"A",6.526185,"AA",0.304267116557263,1
"9200","chr16",31100000,31200000,27.40002,"A","chr16",31100000,31200000,26.813525,"A",-0.586495000000003,"AA",0.00339903407227759,1
"9201","chr16",31200000,31300000,14.40081,"A","chr16",31200000,31300000,8.62946,"A",-5.77135,"AA",1.93340588882931e-05,1
"9202","chr16",31300000,31400000,-3.4528,"B","chr16",31300000,31400000,4.564285,"A",8.017085,"BA",0.238992158520981,1
"9203","chr16",31400000,31500000,7.19955,"A","chr16",31400000,31500000,9.82515,"A",2.6256,"AA",0.0411846233887982,1
"9204","chr16",31500000,31600000,-8.35465,"B","chr16",31500000,31600000,-5.82247,"B",2.53218,"BB",0.0027071631959949,1
"9205","chr16",31600000,31700000,-19.170775,"B","chr16",31600000,31700000,-11.190495,"B",7.98028,"BB",0.0341923670546846,1
"9206","chr16",31700000,31800000,-15.416935,"B","chr16",31700000,31800000,-8.226865,"B",7.19007,"BB",0.0351469753590869,1
"9207","chr16",31800000,31900000,-12.37319,"B","chr16",31800000,31900000,-10.050575,"B",2.322615,"BB",0.00040498421110796,1
"9208","chr16",31900000,32000000,-18.958855,"B","chr16",31900000,32000000,-7.195205,"B",11.76365,"BB",0.407110088148502,1
"9209","chr16",32000000,32100000,-18.375975,"B","chr16",32000000,32100000,-10.98064,"B",7.395335,"BB",0.0261346180101128,1
"9210","chr16",32100000,32200000,-12.350575,"B","chr16",32100000,32200000,-6.468895,"B",5.88168,"BB",0.0386077145722405,1
"9211","chr16",32200000,32300000,-15.17283,"B","chr16",32200000,32300000,-7.720715,"B",7.452115,"BB",0.0474787321111686,1
"9212","chr16",32300000,32400000,-25.10031,"B","chr16",32300000,32400000,-26.532395,"B",-1.432085,"BB",0.0976049841192043,1
"9213","chr16",32400000,32500000,-28.113505,"B","chr16",32400000,32500000,-25.565365,"B",2.54814,"BB",0.00126162624118738,1
"9214","chr16",32500000,32600000,-29.136275,"B","chr16",32500000,32600000,-29.767455,"B",-0.631180000000001,"BB",0.0319319046472386,1
"9215","chr16",32600000,32700000,-26.82774,"B","chr16",32600000,32700000,-21.72099,"B",5.10675,"BB",0.00047890077822548,1
"9216","chr16",32700000,32800000,8.644385,"A","chr16",32700000,32800000,7.831585,"A",-0.8128,"AA",0.00108937775988672,1
"9217","chr16",32800000,32900000,-22.58863,"B","chr16",32800000,32900000,-14.14331,"B",8.44532,"BB",0.00905211446928927,1
"9218","chr16",32900000,33000000,-19.15234,"B","chr16",32900000,33000000,-5.02032,"B",14.13202,"BB",1.09381531560525,1
"9219","chr16",33000000,33100000,-14.04212,"B","chr16",33000000,33100000,-3.173495,"B",10.868625,"BB",0.597590008393385,1
"9220","chr16",33100000,33200000,4.14808,"A","chr16",33100000,33200000,9.94583,"A",5.79775,"AA",0.212242746986111,1
"9221","chr16",33200000,33300000,0.979165,"A","chr16",33200000,33300000,3.73246,"A",2.753295,"AA",0.01979767121025,1
"9222","chr16",33300000,33400000,-23.520015,"B","chr16",33300000,33400000,-18.773595,"B",4.74642,"BB",5.20053783116942e-05,1
"9223","chr16",33400000,33500000,-26.988485,"B","chr16",33400000,33500000,-21.586935,"B",5.40155,"BB",0.00042892707146945,1
"9224","chr16",33500000,33600000,-28.96907,"B","chr16",33500000,33600000,-22.357765,"B",6.611305,"BB",3.39430459521284e-09,1
"9225","chr16",33600000,33700000,-21.945885,"B","chr16",33600000,33700000,-16.384565,"B",5.56132,"BB",1.03809439144462e-06,1
"9226","chr16",33700000,33800000,-21.211765,"B","chr16",33700000,33800000,-10.45322,"B",10.758545,"BB",0.153868220000691,1
"9227","chr16",33800000,33900000,-31.79157,"B","chr16",33800000,33900000,-22.689335,"B",9.102235,"BB",0.00106793774124406,1
"9228","chr16",33900000,34000000,-25.65097,"B","chr16",33900000,34000000,-10.00667,"B",15.6443,"BB",1.05627709991536,1
"9229","chr16",34000000,34100000,-18.107585,"B","chr16",34000000,34100000,-3.657825,"B",14.44976,"BB",1.75338087410193,0.786045921995562
"9230","chr16",34100000,34200000,-27.98711,"B","chr16",34100000,34200000,-27.039245,"B",0.947865,"BB",0.0278418917819962,1
"9231","chr16",34200000,34300000,-31.897375,"B","chr16",34200000,34300000,-31.360395,"B",0.53698,"BB",0.00216288802693088,1
"9232","chr16",34300000,34400000,-30.64783,"B","chr16",34300000,34400000,-29.727295,"B",0.920534999999997,"BB",0.0113441246108934,1
"9233","chr16",34400000,34500000,-30.834165,"B","chr16",34400000,34500000,-32.11932,"B",-1.285155,"BB",0.023744534086582,1
"9234","chr16",34500000,34600000,-31.15918,"B","chr16",34500000,34600000,-36.115635,"B",-4.956455,"BB",0.137347258242986,1
"9235","chr16",34600000,34700000,-31.74269,"B","chr16",34600000,34700000,-34.74283,"B",-3.00014,"BB",0.0253197649530706,1
"9236","chr16",34700000,34800000,-31.971855,"B","chr16",34700000,34800000,-31.32257,"B",0.649285000000003,"BB",0.00133179323823823,1
"9237","chr16",34800000,34900000,-30.625715,"B","chr16",34800000,34900000,-26.66047,"B",3.965245,"BB",0.00013308901897906,1
"9238","chr16",34900000,35000000,-30.585425,"B","chr16",34900000,35000000,-26.670585,"B",3.91484,"BB",0.00223590321559834,1
"9239","chr16",35000000,35100000,-31.92505,"B","chr16",35000000,35100000,-23.58959,"B",8.33546,"BB",0.00368898620919809,1
"9240","chr16",35100000,35200000,-31.261405,"B","chr16",35100000,35200000,-23.82142,"B",7.439985,"BB",1.53892726601654e-05,1
"9241","chr16",35200000,35300000,-29.833555,"B","chr16",35200000,35300000,-22.07391,"B",7.759645,"BB",1.20415192333286e-07,1
"9242","chr16",46300000,46400000,-20.656745,"B","chr16",46300000,46400000,-23.500185,"B",-2.84344,"BB",0.185488205949392,1
"9243","chr16",46400000,46500000,-21.27696,"B","chr16",46400000,46500000,-21.1458,"B",0.131159999999998,"BB",0.0304104064692775,1
"9244","chr16",46500000,46600000,-14.339105,"B","chr16",46500000,46600000,-10.807075,"B",3.53203,"BB",4.98981865967969e-05,1
"9245","chr16",46600000,46700000,4.26859,"A","chr16",46600000,46700000,11.47488,"A",7.20629,"AA",0.442853151194514,1
"9246","chr16",46700000,46800000,16.230835,"A","chr16",46700000,46800000,11.591015,"A",-4.63982,"AA",1.00737307436206e-10,1
"9247","chr16",46800000,46900000,20.36191,"A","chr16",46800000,46900000,16.67141,"A",-3.6905,"AA",3.11878283248282e-06,1
"9248","chr16",46900000,47000000,23.817385,"A","chr16",46900000,47000000,17.69397,"A",-6.123415,"AA",0.0002806403804584,1
"9249","chr16",47000000,47100000,17.22324,"A","chr16",47000000,47100000,17.021945,"A",-0.201295000000002,"AA",0.0035733734333815,1
"9250","chr16",47100000,47200000,19.303225,"A","chr16",47100000,47200000,19.136345,"A",-0.166880000000003,"AA",0.00382117206490605,1
"9251","chr16",47200000,47300000,9.331785,"A","chr16",47200000,47300000,5.897695,"A",-3.43409,"AA",2.09883933604837e-09,1
"9252","chr16",47300000,47400000,10.63863,"A","chr16",47300000,47400000,10.47954,"A",-0.159089999999999,"AA",0.00243308289977942,1
"9253","chr16",47400000,47500000,15.774215,"A","chr16",47400000,47500000,12.648985,"A",-3.12523,"AA",4.20021326529913e-05,1
"9254","chr16",47500000,47600000,20.19592,"A","chr16",47500000,47600000,8.56048,"A",-11.63544,"AA",0.0741201817647795,1
"9255","chr16",47600000,47700000,20.225295,"A","chr16",47600000,47700000,10.277255,"A",-9.94804,"AA",0.0113550646850599,1
"9256","chr16",47700000,47800000,20.471225,"A","chr16",47700000,47800000,7.67664,"A",-12.794585,"AA",0.103990109672696,1
"9257","chr16",47800000,47900000,15.746995,"A","chr16",47800000,47900000,5.976875,"A",-9.77012,"AA",0.00928087689029409,1
"9258","chr16",47900000,48000000,17.923815,"A","chr16",47900000,48000000,5.787795,"A",-12.13602,"AA",0.0772576568696295,1
"9259","chr16",48000000,48100000,19.68462,"A","chr16",48000000,48100000,6.248785,"A",-13.435835,"AA",0.213592435726222,1
"9260","chr16",48100000,48200000,17.327325,"A","chr16",48100000,48200000,13.837195,"A",-3.49013,"AA",1.4654929661842e-05,1
"9261","chr16",48200000,48300000,20.42475,"A","chr16",48200000,48300000,8.992175,"A",-11.432575,"AA",0.0493649950909371,1
"9262","chr16",48300000,48400000,22.39205,"A","chr16",48300000,48400000,11.50658,"A",-10.88547,"AA",0.0361834048581415,1
"9263","chr16",48400000,48500000,24.405575,"A","chr16",48400000,48500000,6.11984,"A",-18.285735,"AA",1.63380096252995,0.767932138387594
"9264","chr16",48500000,48600000,22.070745,"A","chr16",48500000,48600000,-0.135795,"B",-22.20654,"AB",4.94704150859643,0.206546316609037
"9265","chr16",48600000,48700000,9.38482,"A","chr16",48600000,48700000,-2.062935,"B",-11.447755,"AB",0.0478218362614391,1
"9266","chr16",48700000,48800000,-18.63714,"B","chr16",48700000,48800000,-16.004065,"B",2.633075,"BB",0.00011294223535499,1
"9267","chr16",48800000,48900000,-16.15121,"B","chr16",48800000,48900000,-18.53301,"B",-2.3818,"BB",0.0784797869949628,1
"9268","chr16",48900000,49000000,-2.928125,"B","chr16",48900000,49000000,-16.699325,"B",-13.7712,"BB",2.02999564693921,0.685899269754698
"9269","chr16",49000000,49100000,0.176735,"A","chr16",49000000,49100000,-17.662545,"B",-17.83928,"AB",6.05574674732775,0.0948942841006043
"9270","chr16",49100000,49200000,-12.94583,"B","chr16",49100000,49200000,-19.9792,"B",-7.03337,"BB",0.66444446849004,1
"9271","chr16",49200000,49300000,-19.047065,"B","chr16",49200000,49300000,-16.812975,"B",2.23409,"BB",0.00030694324238616,1
"9272","chr16",49300000,49400000,-19.55533,"B","chr16",49300000,49400000,-14.73656,"B",4.81877,"BB",7.0890418285218e-06,1
"9273","chr16",49400000,49500000,-23.09176,"B","chr16",49400000,49500000,-16.91615,"B",6.17561,"BB",3.63860925472724e-06,1
"9274","chr16",49500000,49600000,-23.531645,"B","chr16",49500000,49600000,-13.13284,"B",10.398805,"BB",0.0369153167560707,1
"9275","chr16",49600000,49700000,-23.798955,"B","chr16",49600000,49700000,-12.76977,"B",11.029185,"BB",0.0681265832754107,1
"9276","chr16",49700000,49800000,-24.552355,"B","chr16",49700000,49800000,-14.412055,"B",10.1403,"BB",0.0183310711103896,1
"9277","chr16",49800000,49900000,-19.83235,"B","chr16",49800000,49900000,-13.646205,"B",6.186145,"BB",0.00052860166755656,1
"9278","chr16",49900000,50000000,-22.686465,"B","chr16",49900000,50000000,-12.24993,"B",10.436535,"BB",0.0698161813665543,1
"9279","chr16",50000000,50100000,-10.9706,"B","chr16",50000000,50100000,-5.1708,"B",5.7998,"BB",0.0831355078671568,1
"9280","chr16",50100000,50200000,6.743445,"A","chr16",50100000,50200000,7.114185,"A",0.37074,"AA",0.00449797050046319,1
"9281","chr16",50200000,50300000,15.881935,"A","chr16",50200000,50300000,6.78873,"A",-9.093205,"AA",0.00552184270717386,1
"9282","chr16",50300000,50400000,14.997225,"A","chr16",50300000,50400000,9.988495,"A",-5.00873,"AA",4.21066782207692e-07,1
"9283","chr16",50400000,50500000,2.26229,"A","chr16",50400000,50500000,-9.51735,"B",-11.77964,"AB",0.167743457478537,1
"9284","chr16",50500000,50600000,1.7832,"A","chr16",50500000,50600000,-9.409715,"B",-11.192915,"AB",0.104488628686859,1
"9285","chr16",50600000,50700000,5.81195,"A","chr16",50600000,50700000,-3.193765,"B",-9.005715,"AB",0.00622542117028548,1
"9286","chr16",50700000,50800000,17.44165,"A","chr16",50700000,50800000,-2.536015,"B",-19.977665,"AB",2.36165579594945,0.582195899639287
"9287","chr16",50800000,50900000,3.99246,"A","chr16",50800000,50900000,-13.20604,"B",-17.1985,"AB",3.16889492569023,0.390171189971878
"9288","chr16",50900000,51000000,-6.999545,"B","chr16",50900000,51000000,-16.758985,"B",-9.75944,"BB",0.689189574483466,1
"9289","chr16",51000000,51100000,-17.22999,"B","chr16",51000000,51100000,-17.99551,"B",-0.765519999999999,"BB",0.0249848483687769,1
"9290","chr16",51100000,51200000,-18.63189,"B","chr16",51100000,51200000,-19.504575,"B",-0.872685000000001,"BB",0.0411750398453078,1
"9291","chr16",51200000,51300000,-19.093395,"B","chr16",51200000,51300000,-20.52456,"B",-1.431165,"BB",0.072283331185979,1
"9292","chr16",51300000,51400000,-16.369045,"B","chr16",51300000,51400000,-18.33989,"B",-1.970845,"BB",0.0494475846287821,1
"9293","chr16",51400000,51500000,-3.491615,"B","chr16",51400000,51500000,-20.610495,"B",-17.11888,"BB",6.52108495704947,0.0754677840500189
"9294","chr16",51500000,51600000,-0.381995,"B","chr16",51500000,51600000,-21.190915,"B",-20.80892,"BB",12.8485593538311,0.00261951100631055
"9295","chr16",51600000,51700000,-6.741695,"B","chr16",51600000,51700000,-20.615995,"B",-13.8743,"BB",3.58038272523111,0.549072295984446
"9296","chr16",51700000,51800000,-14.834235,"B","chr16",51700000,51800000,-20.82009,"B",-5.985855,"BB",0.454120591269461,1
"9297","chr16",51800000,51900000,-17.32589,"B","chr16",51800000,51900000,-19.235575,"B",-1.909685,"BB",0.0413964532695734,1
"9298","chr16",51900000,52000000,-14.78889,"B","chr16",51900000,52000000,-20.865225,"B",-6.076335,"BB",0.268815895760543,1
"9299","chr16",52000000,52100000,-13.8544,"B","chr16",52000000,52100000,-19.0751,"B",-5.2207,"BB",0.210921881582648,1
"9300","chr16",52100000,52200000,-20.310395,"B","chr16",52100000,52200000,-19.497265,"B",0.813130000000001,"BB",0.011401766656574,1
"9301","chr16",52200000,52300000,-21.382685,"B","chr16",52200000,52300000,-18.702355,"B",2.68033,"BB",0.00197850074176928,1
"9302","chr16",52300000,52400000,-21.79598,"B","chr16",52300000,52400000,-22.365935,"B",-0.569955,"BB",0.0745956901791564,1
"9303","chr16",52400000,52500000,-24.29611,"B","chr16",52400000,52500000,-20.82717,"B",3.46894,"BB",0.00113110673245343,1
"9304","chr16",52500000,52600000,-25.722925,"B","chr16",52500000,52600000,-20.427255,"B",5.29567,"BB",0.00044753614546778,1
"9305","chr16",52600000,52700000,-23.986325,"B","chr16",52600000,52700000,-19.666695,"B",4.31963,"BB",0.00074495286300735,1
"9306","chr16",52700000,52800000,-25.332855,"B","chr16",52700000,52800000,-21.462145,"B",3.87071,"BB",0.00293714463552344,1
"9307","chr16",52800000,52900000,-19.438495,"B","chr16",52800000,52900000,-20.876795,"B",-1.4383,"BB",0.0842668979907737,1
"9308","chr16",52900000,53000000,-20.855285,"B","chr16",52900000,53000000,-15.676305,"B",5.17898,"BB",6.82805848728628e-06,1
"9309","chr16",53000000,53100000,-7.40437,"B","chr16",53000000,53100000,-8.913555,"B",-1.509185,"BB",6.6771959435436e-09,1
"9310","chr16",53100000,53200000,19.347305,"A","chr16",53100000,53200000,4.68661,"A",-14.660695,"AA",0.292951580963735,1
"9311","chr16",53200000,53300000,15.463425,"A","chr16",53200000,53300000,1.747815,"A",-13.71561,"AA",0.281584598596586,1
"9312","chr16",53300000,53400000,9.06049,"A","chr16",53300000,53400000,1.367985,"A",-7.692505,"AA",0.00150842768460199,1
"9313","chr16",53400000,53500000,9.01956,"A","chr16",53400000,53500000,-0.49425,"B",-9.51381,"AB",0.00970716358260501,1
"9314","chr16",53500000,53600000,12.322545,"A","chr16",53500000,53600000,1.31425,"A",-11.008295,"AA",0.0372356492255652,1
"9315","chr16",53600000,53700000,7.789915,"A","chr16",53600000,53700000,3.349115,"A",-4.4408,"AA",3.06726452628961e-07,1
"9316","chr16",53700000,53800000,18.4834,"A","chr16",53700000,53800000,11.63218,"A",-6.85122,"AA",0.00027837248805729,1
"9317","chr16",53800000,53900000,26.883805,"A","chr16",53800000,53900000,8.094675,"A",-18.78913,"AA",1.65350963441401,0.82674662465684
"9318","chr16",53900000,54000000,17.83443,"A","chr16",53900000,54000000,2.783245,"A",-15.051185,"AA",0.426432201068209,1
"9319","chr16",54000000,54100000,6.04639,"A","chr16",54000000,54100000,-0.566005,"B",-6.612395,"AB",0.00045194509139242,1
"9320","chr16",54100000,54200000,7.107725,"A","chr16",54100000,54200000,1.232825,"A",-5.8749,"AA",7.64036344729618e-05,1
"9321","chr16",54200000,54300000,1.75348,"A","chr16",54200000,54300000,-5.788185,"B",-7.541665,"AB",0.00236775413102494,1
"9322","chr16",54300000,54400000,8.926285,"A","chr16",54300000,54400000,-6.307335,"B",-15.23362,"AB",0.84333096377265,1
"9323","chr16",54400000,54500000,8.866725,"A","chr16",54400000,54500000,-10.6004,"B",-19.467125,"AB",3.45348984931662,0.309248702005878
"9324","chr16",54500000,54600000,-1.430255,"B","chr16",54500000,54600000,-14.58116,"B",-13.150905,"BB",0.873204587404023,1
"9325","chr16",54600000,54700000,8.18711,"A","chr16",54600000,54700000,-10.85796,"B",-19.04507,"AB",2.87863865411033,0.411132475852581
"9326","chr16",54700000,54800000,13.79387,"A","chr16",54700000,54800000,-15.905535,"B",-29.699405,"AB",35.5106054097968,6.24640783108367e-08
"9327","chr16",54800000,54900000,12.711025,"A","chr16",54800000,54900000,-14.828465,"B",-27.53949,"AB",24.014753044412,1.20958967918478e-05
"9328","chr16",54900000,55000000,12.04508,"A","chr16",54900000,55000000,-0.98788,"B",-13.03296,"AB",0.144670092577019,1
"9329","chr16",55000000,55100000,-2.44402,"B","chr16",55000000,55100000,-15.559695,"B",-13.115675,"BB",1.1411463039955,1
"9330","chr16",55100000,55200000,-7.548465,"B","chr16",55100000,55200000,-17.30972,"B",-9.761255,"BB",0.695958912272215,1
"9331","chr16",55200000,55300000,-9.8412,"B","chr16",55200000,55300000,-16.880355,"B",-7.039155,"BB",0.307220441510456,1
"9332","chr16",55300000,55400000,-5.0137,"B","chr16",55300000,55400000,-20.002505,"B",-14.988805,"BB",4.23340465934585,0.223194514362336
"9333","chr16",55400000,55500000,5.06947,"A","chr16",55400000,55500000,-16.83163,"B",-21.9011,"AB",12.818051216974,0.00355997251174761
"9334","chr16",55500000,55600000,19.43975,"A","chr16",55500000,55600000,-7.29548,"B",-26.73523,"AB",12.9160477441924,0.003263265016446
"9335","chr16",55600000,55700000,6.381985,"A","chr16",55600000,55700000,-15.759185,"B",-22.14117,"AB",11.6703074121593,0.00512539572776874
"9336","chr16",55700000,55800000,-3.36474,"B","chr16",55700000,55800000,-18.52078,"B",-15.15604,"BB",3.7500461870836,0.294472982655192
"9337","chr16",55800000,55900000,-9.929115,"B","chr16",55800000,55900000,-14.023785,"B",-4.09467,"BB",0.0100263378490045,1
"9338","chr16",55900000,56000000,-14.514735,"B","chr16",55900000,56000000,-19.30228,"B",-4.787545,"BB",0.181170521533408,1
"9339","chr16",56000000,56100000,-12.81498,"B","chr16",56000000,56100000,-17.854945,"B",-5.039965,"BB",0.155135412445251,1
"9340","chr16",56100000,56200000,-11.8642,"B","chr16",56100000,56200000,-18.572445,"B",-6.708245,"BB",0.345597658809548,1
"9341","chr16",56200000,56300000,-6.555615,"B","chr16",56200000,56300000,-11.756,"B",-5.200385,"BB",0.00252488515840873,1
"9342","chr16",56300000,56400000,5.22398,"A","chr16",56300000,56400000,-8.04193,"B",-13.26591,"AB",0.247685613716307,1
"9343","chr16",56400000,56500000,26.535445,"A","chr16",56400000,56500000,12.91561,"A",-13.619835,"AA",0.31870317560288,1
"9344","chr16",56500000,56600000,31.046635,"A","chr16",56500000,56600000,17.942335,"A",-13.1043,"AA",0.28347271986589,1
"9345","chr16",56600000,56700000,32.16501,"A","chr16",56600000,56700000,20.326015,"A",-11.838995,"AA",0.204981436989029,1
"9346","chr16",56700000,56800000,31.963555,"A","chr16",56700000,56800000,20.93807,"A",-11.025485,"AA",0.124555325058561,1
"9347","chr16",56800000,56900000,29.52734,"A","chr16",56800000,56900000,20.25592,"A",-9.27142,"AA",0.0330332721202947,1
"9348","chr16",56900000,57000000,30.109315,"A","chr16",56900000,57000000,23.61735,"A",-6.491965,"AA",0.00211480439957669,1
"9349","chr16",57000000,57100000,32.012375,"A","chr16",57000000,57100000,25.747455,"A",-6.26492,"AA",0.0026499458528294,1
"9350","chr16",57100000,57200000,34.61766,"A","chr16",57100000,57200000,30.113675,"A",-4.503985,"AA",0.00209326585216798,1
"9351","chr16",57200000,57300000,37.212445,"A","chr16",57200000,57300000,25.53189,"A",-11.680555,"AA",0.405101840401129,1
"9352","chr16",57300000,57400000,34.635015,"A","chr16",57300000,57400000,22.78504,"A",-11.849975,"AA",0.31545460315036,1
"9353","chr16",57400000,57500000,30.69457,"A","chr16",57400000,57500000,21.969565,"A",-8.725005,"AA",0.0248660931604247,1
"9354","chr16",57500000,57600000,30.91589,"A","chr16",57500000,57600000,23.73135,"A",-7.18454,"AA",0.00684347968160254,1
"9355","chr16",57600000,57700000,34.63419,"A","chr16",57600000,57700000,18.17273,"A",-16.46146,"AA",1.65624326044792,0.868031408069263
"9356","chr16",57700000,57800000,31.750365,"A","chr16",57700000,57800000,18.582105,"A",-13.16826,"AA",0.346722579005762,1
"9357","chr16",57800000,57900000,33.97244,"A","chr16",57800000,57900000,20.81415,"A",-13.15829,"AA",0.479155413167079,1
"9358","chr16",57900000,58000000,31.40307,"A","chr16",57900000,58000000,12.314585,"A",-19.088485,"AA",2.46451374798163,0.577575727971642
"9359","chr16",58000000,58100000,24.13192,"A","chr16",58000000,58100000,16.829345,"A",-7.302575,"AA",0.00232773859351453,1
"9360","chr16",58100000,58200000,21.93148,"A","chr16",58100000,58200000,12.569155,"A",-9.362325,"AA",0.0106804187470986,1
"9361","chr16",58200000,58300000,20.211265,"A","chr16",58200000,58300000,4.81472,"A",-15.396545,"AA",0.549328887536537,1
"9362","chr16",58300000,58400000,15.89298,"A","chr16",58300000,58400000,-0.09055,"B",-15.98353,"AB",0.716261333988654,1
"9363","chr16",58400000,58500000,19.81758,"A","chr16",58400000,58500000,2.250345,"A",-17.567235,"AA",1.03878819830351,1
"9364","chr16",58500000,58600000,20.08676,"A","chr16",58500000,58600000,11.231725,"A",-8.855035,"AA",0.00423564451854798,1
"9365","chr16",58600000,58700000,19.04205,"A","chr16",58600000,58700000,13.831085,"A",-5.210965,"AA",6.76392992511835e-06,1
"9366","chr16",58700000,58800000,1.822915,"A","chr16",58700000,58800000,2.27133,"A",0.448415,"AA",0.00057368623436986,1
"9367","chr16",58800000,58900000,-15.459645,"B","chr16",58800000,58900000,-19.228215,"B",-3.76857,"BB",0.124212788211799,1
"9368","chr16",58900000,59000000,-26.57088,"B","chr16",58900000,59000000,-22.373825,"B",4.197055,"BB",0.00209936801408995,1
"9369","chr16",59000000,59100000,-27.788925,"B","chr16",59000000,59100000,-26.131245,"B",1.65768,"BB",0.0252263319365697,1
"9370","chr16",59100000,59200000,-27.339125,"B","chr16",59100000,59200000,-19.07434,"B",8.264785,"BB",4.20679259220953e-05,1
"9371","chr16",59200000,59300000,-27.9281,"B","chr16",59200000,59300000,-21.64144,"B",6.28666,"BB",4.41468579970335e-06,1
"9372","chr16",59300000,59400000,-27.520935,"B","chr16",59300000,59400000,-22.85835,"B",4.662585,"BB",0.0017673270470057,1
"9373","chr16",59400000,59500000,-24.046485,"B","chr16",59400000,59500000,-20.42986,"B",3.616625,"BB",0.00285834937158929,1
"9374","chr16",59500000,59600000,-27.150395,"B","chr16",59500000,59600000,-22.534515,"B",4.61588,"BB",0.00190805745868021,1
"9375","chr16",59600000,59700000,-24.37713,"B","chr16",59600000,59700000,-24.713175,"B",-0.336044999999999,"BB",0.0830324042285873,1
"9376","chr16",59700000,59800000,-25.98101,"B","chr16",59700000,59800000,-20.650525,"B",5.330485,"BB",4.33069172603567e-05,1
"9377","chr16",59800000,59900000,-22.03374,"B","chr16",59800000,59900000,-22.9089,"B",-0.875159999999997,"BB",0.0786890896108662,1
"9378","chr16",59900000,60000000,-9.05763,"B","chr16",59900000,60000000,-21.04262,"B",-11.98499,"BB",2.2292568732261,0.531058002011613
"9379","chr16",60000000,60100000,-20.20805,"B","chr16",60000000,60100000,-19.304805,"B",0.903244999999998,"BB",0.0108562401176132,1
"9380","chr16",60100000,60200000,-23.03053,"B","chr16",60100000,60200000,-18.07327,"B",4.95726,"BB",2.90536793260295e-05,1
"9381","chr16",60200000,60300000,-22.497435,"B","chr16",60200000,60300000,-20.742005,"B",1.75543,"BB",0.00911101114942643,1
"9382","chr16",60300000,60400000,-26.3677,"B","chr16",60300000,60400000,-21.56963,"B",4.79807,"BB",0.00061075983263138,1
"9383","chr16",60400000,60500000,-27.990845,"B","chr16",60400000,60500000,-20.445775,"B",7.54507,"BB",3.81976002465342e-07,1
"9384","chr16",60500000,60600000,-28.02157,"B","chr16",60500000,60600000,-18.76866,"B",9.25291,"BB",0.00094784819021631,1
"9385","chr16",60600000,60700000,-24.6178,"B","chr16",60600000,60700000,-19.22625,"B",5.39155,"BB",4.46428822656115e-06,1
"9386","chr16",60700000,60800000,-27.410335,"B","chr16",60700000,60800000,-21.332985,"B",6.07735,"BB",0.00017891371718258,1
"9387","chr16",60800000,60900000,-28.82694,"B","chr16",60800000,60900000,-22.858385,"B",5.968555,"BB",0.00024340170817088,1
"9388","chr16",60900000,61000000,-26.906435,"B","chr16",60900000,61000000,-20.879975,"B",6.02646,"BB",0.00015392839514678,1
"9389","chr16",61000000,61100000,-28.94817,"B","chr16",61000000,61100000,-20.959255,"B",7.988915,"BB",1.26559630642343e-10,1
"9390","chr16",61100000,61200000,-28.45164,"B","chr16",61100000,61200000,-23.634235,"B",4.817405,"BB",0.00158284975224654,1
"9391","chr16",61200000,61300000,-25.794325,"B","chr16",61200000,61300000,-19.72043,"B",6.073895,"BB",7.85167738216336e-05,1
